isClosed,status,founded_at,funding_total_usd,milestones,ca_non_ca,closed_at_year,duration_days,log_funding_total_usd
0,4,2010,467600.0,1.0,1,0,0,13.05536850858005
0,4,2012,7601832.0,1.0,1,0,0,15.84389982883962
0,4,2008,1905000.0,1.0,0,0,0,14.45999256654294
0,4,1994,11100000.0,2.0,1,0,0,16.222455666282563
0,4,2012,500000.0,1.0,0,0,0,13.122363377404328
0,4,2011,5122936.0,1.0,0,0,0,15.449238270163235
0,4,2004,121230.0,1.0,1,0,0,11.70544484674063
0,4,2013,4500000.0,2.0,1,0,0,15.319587954740548
0,4,2005,375000.0,1.0,0,0,0,12.834681304952548
0,4,2012,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2012,367500.0,1.0,0,0,0,12.814478597635029
0,4,2012,1286600.0,1.0,0,0,0,14.067513637959037
0,4,2010,3500000.0,1.0,0,0,0,15.068273526459642
0,4,2013,20000.0,1.0,0,0,0,9.903487552536127
0,4,2011,780500.0,1.0,0,0,0,13.567690018937624
0,4,2009,3475521.0,1.0,1,0,0,15.061254953800496
0,4,2012,350000.0,1.0,0,0,0,12.765688433465597
0,4,2010,1093610.0,1.0,0,0,0,13.904994708461262
0,4,2010,4960000.0,1.0,0,0,0,15.41691629870111
0,4,2013,8755000.0,1.0,0,0,0,15.98513552370209
0,4,2011,22950.0,1.0,0,0,0,10.04107321548869
0,4,2011,7000000.0,1.0,0,0,0,15.761420707019589
0,4,2010,360000.0,1.0,0,0,0,12.793859310432293
0,4,2011,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2008,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2013,100000.0,1.0,0,0,0,11.512925464970229
1,3,2007,5000.0,1.0,0,2013,1929,8.517193191416238
0,4,2003,3200000.0,1.0,1,0,0,14.978661367769956
0,4,2012,795000.0,1.0,0,0,0,13.58609739363647
0,4,2012,20000.0,1.0,0,0,0,9.903487552536127
0,4,2002,855620.0,1.0,0,0,0,13.659581631326256
0,4,1997,16000000.0,1.0,0,0,0,16.588099280204055
0,4,2008,250000.0,1.0,0,0,0,12.429216196844385
0,4,2008,8559055.0,1.0,0,0,0,15.962500344827443
0,4,1983,4125000.0,1.0,0,0,0,15.23257657775092
0,4,2009,398914.0,1.0,1,0,0,12.896501133793048
1,2,1997,3370000.0,1.0,0,0,0,15.030423302328543
0,4,2013,192990.0,1.0,0,0,0,12.170393653073155
0,4,2013,1800000.0,1.0,0,0,0,14.403297222866392
0,4,2006,81900.0,1.0,1,0,0,11.313254269841162
0,4,2011,400000.0,1.0,0,0,0,12.89921982609012
0,4,2005,7000000.0,1.0,0,0,0,15.761420707019589
0,4,2011,60000.0,1.0,0,0,0,11.002099841204238
0,4,2003,297103.0,1.0,1,0,0,12.60183415900995
0,4,2011,650000.0,1.0,1,0,0,13.38472764187182
0,4,2011,135000.0,1.0,0,0,0,11.813030057420567
0,4,2009,465854.0,1.0,1,0,0,13.051627559296575
0,4,1998,6717470.0,1.0,0,0,0,15.720222153514658
0,4,2012,500000.0,1.0,1,0,0,13.122363377404328
1,3,2008,2000000.0,3.0,0,2012,1654,14.50865773852422
0,4,2013,25000.0,1.0,0,0,0,10.126631103850338
0,4,2013,2275000.0,1.0,1,0,0,14.637490610367188
0,4,2012,30000.0,1.0,0,0,0,10.308952660644293
0,4,2011,295000.0,1.0,1,0,0,12.594730635321955
0,4,2012,250000.0,1.0,1,0,0,12.429216196844385
0,4,2012,450000.0,1.0,0,0,0,13.017002861746503
1,3,2003,1530000.0,1.0,0,2011,2833,14.24077829336862
1,3,2002,331466.0,1.0,0,2012,3760,12.711280519245433
0,4,2007,1626000.0,1.0,0,0,0,14.301633569089892
0,4,2013,500000.0,2.0,0,0,0,13.122363377404328
0,4,2007,232395.0,1.0,0,0,0,12.3561937890985
0,4,2000,1660000.0,1.0,0,0,0,14.322328160332724
0,4,2000,794000.0,1.0,0,0,0,13.584838740229271
0,4,2013,50000.0,2.0,1,0,0,10.819778284410283
0,4,2005,1362512.0,1.0,0,0,0,14.1248406128202
0,4,2007,13949454.0,1.0,0,0,0,16.450950925680722
0,4,2010,975456.0,1.0,0,0,0,13.790660332953715
0,4,2009,340000.0,1.0,0,0,0,12.736700896592344
0,4,2012,376848.0,1.0,0,0,0,12.839597202106146
0,4,2013,25000.0,1.0,0,0,0,10.126631103850338
0,4,2012,1700000.0,1.0,0,0,0,14.346138809026444
0,4,2012,750000.0,1.0,0,0,0,13.527828485512494
0,4,2011,8000000.0,1.0,1,0,0,15.89495209964411
0,4,2009,10000.0,1.0,0,0,0,9.210340371976184
0,4,2011,300000.0,1.0,0,0,0,12.611537753638338
0,4,2009,3500000.0,3.0,0,0,0,15.068273526459642
0,4,2010,1666000.0,1.0,0,0,0,14.325936101708924
0,4,2009,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2012,411712.0,1.0,0,0,0,12.928079354770672
0,4,2002,1125000.0,1.0,0,0,0,13.933293593620656
0,4,2011,2947189.0,1.0,0,0,0,14.896362392680023
0,4,2012,1400000.0,1.0,0,0,0,14.151982794585487
0,4,2006,2040250.0,1.0,0,0,0,14.52858290733149
0,4,2009,7524792.0,1.0,0,0,0,15.833713727021175
0,4,2006,7692500.0,1.0,1,0,0,15.855756386178331
1,3,2012,660000.0,1.0,0,2013,366,13.399995114002609
0,4,2008,1044042.0,1.0,0,0,0,13.858610276500578
0,4,2008,3600000.0,1.0,0,0,0,15.096444403426338
0,4,1968,5925000.0,1.0,0,0,0,15.59469124498547
0,4,2003,5000.0,1.0,0,0,0,8.517193191416238
0,4,2012,2025000.0,1.0,0,0,0,14.521080258522776
0,4,2009,8727000.0,1.0,1,0,0,15.981932226145448
0,4,1998,15152514.0,1.0,0,0,0,16.533677016747095
0,4,2009,1200000.0,2.0,1,0,0,13.997832114758229
0,4,2009,5000000.0,1.0,0,0,0,15.424948470398377
0,4,2011,200000.0,1.0,0,0,0,12.206072645530174
0,4,2013,100000.0,1.0,1,0,0,11.512925464970229
0,4,2013,50000.0,1.0,0,0,0,10.819778284410283
0,4,2009,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2011,2000000.0,1.0,0,0,0,14.50865773852422
1,3,1999,21000000.0,1.0,0,2012,4751,16.860032995687696
0,4,2010,1000000.0,2.0,0,0,0,13.815510557964274
0,4,2011,4300000.0,1.0,0,0,0,15.27412558066379
0,4,2003,5000000.0,1.0,1,0,0,15.424948470398377
0,4,2010,25000.0,1.0,1,0,0,10.126631103850338
0,4,2002,3800000.0,1.0,1,0,0,15.150511624696614
0,4,2012,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2006,13000000.0,1.0,0,0,0,16.38045991542581
0,4,2008,3300000.0,1.0,0,0,0,15.009433026436708
0,4,2009,7875598.0,1.0,0,0,0,15.879279676300875
0,4,2007,2500000.0,1.0,0,0,0,14.73180128983843
0,4,2011,2059161.0,1.0,0,0,0,14.537809176250708
1,3,2006,457000.0,1.0,0,2008,969,13.032438669876342
1,2,2005,4000000.0,2.0,0,0,0,15.201804919084164
0,4,2006,3648148.0,1.0,0,0,0,15.109730199528853
0,4,2012,6175000.0,1.0,1,0,0,15.636019440478314
0,4,2009,510000.0,1.0,0,0,0,13.142166004700508
0,4,2000,1000000.0,1.0,0,0,0,13.815510557964274
0,4,1973,11000000.0,1.0,0,0,0,16.213405830762646
0,4,2012,150000.0,1.0,1,0,0,11.918390573078392
0,4,2012,875000.0,1.0,1,0,0,13.681979165339753
0,4,2011,99995.0,1.0,0,0,0,11.512875463720189
0,4,1976,8000000.0,1.0,0,0,0,15.89495209964411
0,4,2011,250000.0,1.0,1,0,0,12.429216196844385
0,4,2009,400000.0,1.0,0,0,0,12.89921982609012
0,4,2011,4100000.0,1.0,1,0,0,15.226497531674536
0,4,2011,25000.0,1.0,0,0,0,10.126631103850338
0,4,2004,7000000.0,1.0,0,0,0,15.761420707019589
0,4,2008,23542.0,1.0,0,0,0,10.066541338972426
0,4,2005,2248905.0,1.0,0,0,0,14.62595398905328
0,4,2012,2400000.0,1.0,0,0,0,14.690979295318174
0,4,2011,75000.0,1.0,0,0,0,11.225243392518449
0,4,2009,71370.0,1.0,0,0,0,11.175632891965114
0,4,2013,385980.0,1.0,0,0,0,12.8635408336331
0,4,2011,2450000.0,1.0,1,0,0,14.71159858252091
0,4,2012,2800000.0,1.0,0,0,0,14.845129975145433
0,4,2012,200000.0,1.0,0,0,0,12.206072645530174
0,4,2012,1534997.0,1.0,0,0,0,14.244038984604131
0,4,2009,1350000.0,2.0,1,0,0,14.115615150414612
0,4,2003,10000000.0,1.0,1,0,0,16.11809565095832
0,4,2012,3700000.0,1.0,1,0,0,15.123843377614453
0,4,2013,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2010,59000.0,2.0,0,0,0,10.985292722887856
0,4,2012,9500000.0,2.0,1,0,0,16.06680235657077
0,4,2007,2400000.0,1.0,0,0,0,14.690979295318174
0,4,2012,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2011,686000.0,1.0,1,0,0,13.438632906708024
0,4,2012,125000.0,1.0,0,0,0,11.736069016284436
0,4,2012,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2012,275000.0,1.0,0,0,0,12.524526376648708
0,4,2006,15019999.0,1.0,1,0,0,16.524893137722366
0,4,2010,2536000.0,1.0,0,0,0,14.746098594539252
0,4,2001,2635131.0,1.0,0,0,0,14.78444345409185
0,4,2013,547500.0,1.0,0,0,0,13.213117740672793
0,4,2006,732401.0,1.0,1,0,0,13.504083457155671
0,4,2010,930000.0,1.0,0,0,0,13.742939865129438
0,4,2012,50000.0,1.0,1,0,0,10.819778284410283
1,3,2010,1668447.0,1.0,0,2013,1247,14.32740381161061
0,4,2010,311750.0,1.0,1,0,0,12.649956863542284
0,4,2007,5505037.0,1.0,0,0,0,15.52117404927891
0,4,2012,50000.0,1.0,0,0,0,10.819778284410283
0,4,1973,500000.0,1.0,0,0,0,13.122363377404328
0,4,2009,10075000.0,3.0,0,0,0,16.12556766579702
0,4,2005,50000.0,1.0,0,0,0,10.819778284410283
0,4,2008,155268.0,1.0,0,0,0,11.952907935103951
0,4,2011,5124997.0,1.0,1,0,0,15.44964049762272
0,4,2010,400000.0,1.0,1,0,0,12.89921982609012
0,4,2012,750000.0,1.0,0,0,0,13.527828485512494
0,4,2013,2400000.0,2.0,0,0,0,14.690979295318174
0,4,2012,50000.0,2.0,0,0,0,10.819778284410283
0,4,2012,14000000.0,1.0,1,0,0,16.454567887579532
0,4,2013,56500.0,2.0,0,0,0,10.941995917134532
0,4,2002,586158.0,1.0,0,0,0,13.281344656790356
0,4,2001,7000000.0,1.0,0,0,0,15.761420707019589
0,4,2010,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2007,3422812.0,1.0,1,0,0,15.045972993421492
0,4,2007,21723709.0,3.0,0,0,0,16.89391480272401
0,4,2001,15291100.0,3.0,1,0,0,16.542781517763554
0,4,2012,975000.0,1.0,0,0,0,13.790192749979983
0,4,2011,5099719.0,1.0,0,0,0,15.444695998137384
0,4,2012,30000.0,1.0,0,0,0,10.308952660644293
0,4,2011,92500.0,1.0,0,0,0,11.434963923500517
0,4,2013,135952.0,1.0,1,0,0,11.820057161243325
0,4,2007,7750000.0,1.0,0,0,0,15.86320340132953
0,4,2013,75000.0,1.0,0,0,0,11.225243392518449
0,4,2012,800000.0,1.0,0,0,0,13.592367006650065
0,4,2001,880848.0,1.0,0,0,0,13.688640358818564
0,4,2007,7415026.0,1.0,0,0,0,15.819019039953956
0,4,2011,435775.0,1.0,0,0,0,12.984881334083068
0,4,2012,424999.0,1.0,0,0,0,12.959842094962609
0,4,2006,1500000.0,1.0,0,0,0,14.22097566607244
0,4,1992,2500000.0,2.0,0,0,0,14.73180128983843
0,4,2011,600000.0,1.0,0,0,0,13.304684934198283
0,4,2011,2300000.0,1.0,0,0,0,14.648419680899378
0,4,2012,105000.0,1.0,0,0,0,11.56171562913966
0,4,2012,1600000.0,1.0,0,0,0,14.28551418721001
0,4,2012,2718879.0,1.0,0,0,0,14.81573022096936
0,4,2012,20000000.0,1.0,0,0,0,16.811242831518264
0,4,1993,11000000.0,1.0,0,0,0,16.213405830762646
0,4,2013,45674.0,1.0,0,0,0,10.729284487191537
0,4,1999,19460000.0,1.0,0,0,0,16.783871634722132
0,4,1994,100000.0,1.0,1,0,0,11.512925464970229
0,4,2011,290000.0,2.0,1,0,0,12.577636201962656
1,2,2005,18000000.0,1.0,1,0,0,16.70588231586044
0,4,2012,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2012,1000000.0,2.0,0,0,0,13.815510557964274
1,2,2007,10000.0,3.0,0,0,0,9.210340371976184
0,4,2011,5264839.0,1.0,1,0,0,15.47656112378541
0,4,2003,5935201.0,1.0,0,0,0,15.59641145234376
0,4,2012,250000.0,1.0,1,0,0,12.429216196844385
0,4,2012,809929.0,1.0,0,0,0,13.604701868485767
0,4,2011,21000.0,1.0,0,0,0,9.95227771670556
1,3,2008,126080.0,2.0,0,2012,1638,11.744671905091709
0,4,2009,143578.0,1.0,0,0,0,11.874633720516812
0,4,2007,50544.0,1.0,0,0,0,10.830599523041869
0,4,2012,100000.0,1.0,0,0,0,11.512925464970229
0,4,2008,454900.0,1.0,0,0,0,13.027832893558095
0,4,2006,842723.0,1.0,0,0,0,13.644393594612152
0,4,2011,389485.0,1.0,0,0,0,12.87258063263995
0,4,2012,384200.0,1.0,0,0,0,12.858918529316592
0,4,2011,750816.0,1.0,0,0,0,13.528915894069447
0,4,1995,727000.0,1.0,0,0,0,13.496681756515656
0,4,2003,3200001.0,1.0,0,0,0,14.978661680269909
0,4,1998,9750000.0,1.0,0,0,0,16.09277784297403
0,4,2011,3556563.0,1.0,0,0,0,15.084305187043524
0,4,2012,2250000.0,2.0,1,0,0,14.626440774180605
0,4,2011,1600000.0,1.0,1,0,0,14.28551418721001
1,2,2008,4296519.0,1.0,0,0,0,15.273315717929757
0,4,2012,375000.0,1.0,0,0,0,12.834681304952548
0,4,2003,1000000.0,1.0,1,0,0,13.815510557964274
0,4,2012,150000.0,2.0,0,0,0,11.918390573078392
0,4,2012,161671.0,1.0,0,0,0,11.993318685015998
0,4,2013,237434.0,1.0,0,0,0,12.377644969100093
0,4,2012,161671.0,1.0,0,0,0,11.993318685015998
0,4,2013,80836.0,1.0,0,0,0,11.300177689838138
0,4,2012,161671.0,1.0,0,0,0,11.993318685015998
0,4,2002,22000000.0,1.0,1,0,0,16.90655301132259
0,4,2011,147532.0,1.0,0,0,0,11.90180038038449
0,4,2001,5000000.0,1.0,1,0,0,15.424948470398377
1,2,2002,10000000.0,2.0,1,0,0,16.11809565095832
0,4,2009,11759998.0,2.0,0,0,0,16.280214330366714
1,2,2001,6000000.0,1.0,0,0,0,15.60727002719233
0,4,1999,15000000.0,1.0,0,0,0,16.523560759066484
0,4,2001,20000000.0,2.0,0,0,0,16.811242831518264
0,4,1999,10040000.0,1.0,0,0,0,16.122087672227856
0,4,2001,10000000.0,1.0,0,0,0,16.11809565095832
0,4,2004,8000000.0,1.0,0,0,0,15.89495209964411
0,4,2007,10750000.0,2.0,1,0,0,16.190416312537945
0,4,2008,100000.0,2.0,0,0,0,11.512925464970229
0,4,1997,7920000.0,1.0,0,0,0,15.884901763790609
0,4,2011,175000.0,1.0,1,0,0,12.072541252905651
0,4,2011,3999999.0,1.0,0,0,0,15.201804669084131
1,3,2007,9500000.0,3.0,0,2011,1249,16.06680235657077
1,2,2008,10000000.0,1.0,0,0,0,16.11809565095832
0,4,1976,2000000.0,1.0,1,0,0,14.50865773852422
0,4,2008,31520.0,1.0,0,0,0,10.358377543971816
0,4,2011,400000.0,1.0,0,0,0,12.89921982609012
0,4,2012,7600000.0,1.0,0,0,0,15.84365880525656
0,4,2010,3400000.0,1.0,1,0,0,15.03928598958639
0,4,2010,25000.0,1.0,0,0,0,10.126631103850338
0,4,2010,710000.0,1.0,0,0,0,13.473020249017498
0,4,2013,220000.0,1.0,1,0,0,12.301382825334498
0,4,2006,40000.0,1.0,0,0,0,10.596634733096073
0,4,2008,539450.0,1.0,0,0,0,13.198305380979486
0,4,2007,50000.0,1.0,0,0,0,10.819778284410283
0,4,2008,2344760.0,3.0,0,0,0,14.667693609209088
1,3,2007,11400000.0,2.0,0,2012,1814,16.249123913364723
0,4,2009,3658923.0,1.0,0,0,0,15.112679399778823
0,4,2005,1500000.0,2.0,0,0,0,14.22097566607244
0,4,2010,450000.0,1.0,0,0,0,13.017002861746503
0,4,2009,9000000.0,1.0,0,0,0,16.012735135300492
0,4,2011,1115000.0,1.0,0,0,0,13.924364962876355
0,4,2012,375000.0,1.0,0,0,0,12.834681304952548
0,4,2011,850000.0,1.0,0,0,0,13.652991628466498
0,4,2013,30000.0,2.0,0,0,0,10.308952660644293
0,4,2013,7600000.0,1.0,0,0,0,15.84365880525656
0,4,2012,350000.0,1.0,0,0,0,12.765688433465597
0,4,2011,150041.0,1.0,0,0,0,11.918663869062977
0,4,2011,947000.0,1.0,1,0,0,13.761054372168216
0,4,2011,330000.0,1.0,0,0,0,12.706847933442663
0,4,2011,600000.0,1.0,0,0,0,13.304684934198283
0,4,1994,27000000.0,1.0,1,0,0,17.111347423968603
0,4,2006,1106205.0,4.0,0,0,0,13.916445796510803
0,4,2009,550000.0,1.0,0,0,0,13.217673557208654
0,4,2012,158000.0,1.0,0,0,0,11.970350312009105
0,4,1996,6800000.0,1.0,0,0,0,15.732433170146336
0,4,2011,200000.0,1.0,0,0,0,12.206072645530174
0,4,2003,691825.0,1.0,0,0,0,13.447088312444285
0,4,2010,4800000.0,2.0,1,0,0,15.38412647587812
1,3,1992,6000000.0,1.0,0,2011,7255,15.60727002719233
0,4,2009,1259804.0,1.0,0,0,0,14.046466711272084
0,4,2011,400000.0,1.0,0,0,0,12.89921982609012
0,4,2012,250000.0,1.0,1,0,0,12.429216196844385
0,4,2013,661000.0,1.0,0,0,0,13.401509118833824
0,4,2011,4219315.0,1.0,1,0,0,15.255183350561628
0,4,2007,20000000.0,1.0,0,0,0,16.811242831518264
0,4,2008,5000000.0,1.0,0,0,0,15.424948470398377
0,4,2004,13040950.0,1.0,0,0,0,16.383604964569884
0,4,2004,9250000.0,1.0,1,0,0,16.04013410948861
0,4,1993,1274450.0,1.0,1,0,0,14.05802527095774
0,4,2013,110000.0,1.0,0,0,0,11.608235644774552
0,4,2012,800000.0,1.0,0,0,0,13.592367006650065
0,4,2012,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2011,4919.0,2.0,0,0,0,8.50086053679534
0,4,2012,75763.0,1.0,0,0,0,11.235365325808791
0,4,2011,40000.0,1.0,0,0,0,10.596634733096073
0,4,2000,2500000.0,1.0,0,0,0,14.73180128983843
0,4,2006,4000000.0,2.0,0,0,0,15.201804919084164
0,4,2012,60000.0,1.0,0,0,0,11.002099841204238
0,4,2006,650000.0,2.0,1,0,0,13.38472764187182
0,4,2012,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2009,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2009,10000.0,1.0,0,0,0,9.210340371976184
0,4,1987,23601997.0,1.0,0,0,0,16.97684188505995
0,4,2011,357641.0,1.0,0,0,0,12.787284968953164
0,4,2009,132500.0,1.0,0,0,0,11.794337924408412
0,4,2011,375000.0,1.0,0,0,0,12.834681304952548
0,4,2010,1639000.0,1.0,0,0,0,14.309596857725968
0,4,2011,1236702.0,1.0,0,0,0,14.027958716935924
0,4,1997,25000.0,1.0,0,0,0,10.126631103850338
0,4,2006,3216500.0,1.0,0,0,0,14.983804369833193
0,4,1969,500000.0,1.0,0,0,0,13.122363377404328
0,4,2010,625000.0,1.0,0,0,0,13.34550692871854
0,4,2011,4940357.0,1.0,0,0,0,15.412948153759434
0,4,2011,5321001.0,1.0,0,0,0,15.487172001513088
0,4,2010,6150000.0,1.0,0,0,0,15.6319626397827
0,4,2010,15000.0,1.0,0,0,0,9.615805480084347
0,4,2011,265000.0,1.0,0,0,0,12.48748510496836
1,2,2000,5250000.0,2.0,0,0,0,15.473738634567807
0,4,2011,580000.0,1.0,0,0,0,13.270783382522602
0,4,2012,300000.0,1.0,0,0,0,12.611537753638338
0,4,2009,20600000.0,3.0,1,0,0,16.84080163375981
0,4,2004,200000.0,2.0,0,0,0,12.206072645530174
0,4,2012,2600000.0,2.0,0,0,0,14.77102200299171
0,4,2007,29000000.0,2.0,0,0,0,17.182806387950748
0,4,2006,7100000.0,1.0,0,0,0,15.775605342011543
0,4,2009,18575000.0,1.0,1,0,0,16.737327148568095
0,4,2012,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2007,27500000.0,3.0,1,0,0,17.1296965626368
0,1,2010,2342500.0,1.0,0,0,0,14.666729293094717
1,2,2007,4640539.0,2.0,0,0,0,15.35034108124905
0,4,2011,10000000.0,1.0,0,0,0,16.11809565095832
0,4,1985,143500.0,1.0,1,0,0,11.874090314181814
0,4,2008,27500.0,1.0,0,0,0,10.221941283654663
0,4,2005,280000.0,1.0,0,0,0,12.542544882151386
0,4,2002,350000.0,1.0,1,0,0,12.765688433465597
0,4,1999,17017396.0,1.0,1,0,0,16.649746672929613
0,4,2011,152278.0,1.0,0,0,0,11.933463076709108
0,4,2012,678750.0,1.0,0,0,0,13.428008150230282
0,4,2012,371248.0,1.0,0,0,0,12.824625581879149
0,4,2008,2800000.0,1.0,0,0,0,14.845129975145433
0,4,2011,1811941.0,1.0,0,0,0,14.40990920434855
1,3,2013,125000.0,1.0,0,2013,27,11.736069016284436
0,4,2010,800000.0,1.0,0,0,0,13.592367006650065
0,4,2005,540760.0,1.0,0,0,0,13.20073083647834
0,4,2009,11300000.0,1.0,0,0,0,16.240313283682568
0,4,2005,9238821.0,1.0,0,0,0,16.038924838074028
1,3,2011,50000.0,1.0,0,2013,912,10.819778284410283
0,4,2010,2338650.0,1.0,0,0,0,14.665084397772809
0,4,2005,920000.0,1.0,0,0,0,13.732128949025222
0,4,2006,25000.0,1.0,0,0,0,10.126631103850338
0,4,2009,644840.0,1.0,0,0,0,13.376757502989935
0,4,2012,50000.0,1.0,1,0,0,10.819778284410283
0,4,2011,7865646.0,1.0,0,0,0,15.878015227147309
0,4,2012,1000000.0,1.0,1,0,0,13.815510557964274
0,4,2004,9712605.0,1.0,0,0,0,16.088935084410416
0,4,2012,170000.0,1.0,0,0,0,12.0435537160324
0,4,2013,425000.0,1.0,0,0,0,12.959844447906551
0,4,2011,250000.0,1.0,1,0,0,12.429216196844385
0,4,2008,2751720.0,1.0,0,0,0,14.827736728673036
1,3,2010,2000000.0,1.0,0,2013,1247,14.50865773852422
1,3,2009,170000.0,1.0,1,2013,1581,12.0435537160324
0,4,2011,3675790.0,1.0,0,0,0,15.117278633513592
0,4,2011,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2010,909940.0,1.0,0,0,0,13.721133942253353
0,4,2010,5900625.0,1.0,0,0,0,15.590568835468918
0,4,2012,5000000.0,1.0,0,0,0,15.424948470398377
0,4,2008,6303200.0,1.0,0,0,0,15.656567998913616
0,4,2012,300000.0,1.0,0,0,0,12.611537753638338
0,4,2012,200000.0,1.0,0,0,0,12.206072645530174
0,4,2013,250000.0,1.0,1,0,0,12.429216196844385
0,4,2012,20000.0,1.0,0,0,0,9.903487552536127
0,4,2010,184978.0,1.0,0,0,0,12.127992178070128
0,4,2005,9000000.0,1.0,0,0,0,16.012735135300492
0,4,2011,130000.0,1.0,0,0,0,11.77528972943772
0,1,2000,28000000.0,3.0,0,0,0,17.14771506813948
0,4,2010,650000.0,2.0,0,0,0,13.38472764187182
0,4,2013,20000.0,1.0,0,0,0,9.903487552536127
0,4,2011,382206.0,1.0,1,0,0,12.853715009252216
0,4,1999,2200000.0,1.0,0,0,0,14.603967918328545
1,3,2011,1125000.0,1.0,0,2013,851,13.933293593620656
0,4,2011,1052500.0,1.0,1,0,0,13.866678844538674
0,4,2011,400000.0,1.0,0,0,0,12.89921982609012
0,4,2009,200010.0,2.0,0,0,0,12.206122644280216
0,4,2012,150000.0,1.0,0,0,0,11.918390573078392
0,4,2013,10000.0,1.0,0,0,0,9.210340371976184
0,4,2012,50000.0,1.0,0,0,0,10.819778284410283
0,4,2011,6220000.0,1.0,0,0,0,15.643280464715362
0,4,2009,17200000.0,1.0,0,0,0,16.660419941783683
0,4,2009,3959821.0,1.0,1,0,0,15.19170938018882
0,4,2003,6700000.0,2.0,0,0,0,15.717618084361195
0,4,2010,105000.0,1.0,0,0,0,11.56171562913966
0,4,2013,175000.0,1.0,0,0,0,12.072541252905651
0,4,2010,155000.0,1.0,1,0,0,11.951180395901384
0,4,2009,616666.0,1.0,0,0,0,13.332082827304731
0,4,2001,200000.0,1.0,0,0,0,12.206072645530174
0,4,2005,2862916.0,1.0,0,0,0,14.867351243796527
0,4,2010,250000.0,1.0,0,0,0,12.429216196844385
0,4,2010,65000.0,1.0,0,0,0,11.082142548877776
0,4,2006,1663068.0,1.0,0,0,0,14.324174647297
0,4,2010,6487877.0,1.0,1,0,0,15.68544591652123
0,4,2006,2075000.0,1.0,0,0,0,14.545471711646936
0,4,2006,30000.0,1.0,1,0,0,10.308952660644293
0,4,1989,29000000.0,1.0,0,0,0,17.182806387950748
0,4,2013,2400000.0,2.0,1,0,0,14.690979295318174
0,4,2013,3000000.0,1.0,1,0,0,14.914122846632385
0,4,1994,25000000.0,1.0,0,0,0,17.034386382832476
0,4,2012,50000.0,1.0,0,0,0,10.819778284410283
0,4,2005,3160000.0,1.0,0,0,0,14.966082585563097
0,4,2012,50000.0,1.0,0,0,0,10.819778284410283
0,4,2004,14514728.0,1.0,0,0,0,16.49067441603001
0,4,2011,1525000.0,1.0,0,0,0,14.237504968023648
0,4,2004,7613268.0,1.0,1,0,0,15.845403072611076
1,2,2000,5000000.0,2.0,0,0,0,15.424948470398377
0,4,2010,1500000.0,2.0,0,0,0,14.22097566607244
0,4,2011,3250000.0,1.0,0,0,0,14.99416555430592
0,4,2013,50000.0,1.0,0,0,0,10.819778284410283
0,4,2001,3600000.0,1.0,1,0,0,15.096444403426338
0,4,2011,771960.0,1.0,0,0,0,13.556688014193046
0,4,2012,4800000.0,1.0,0,0,0,15.38412647587812
0,4,2009,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2013,8971675.0,1.0,1,0,0,16.009582950158737
0,4,2009,1400000.0,1.0,0,0,0,14.151982794585487
0,4,2003,500000.0,1.0,1,0,0,13.122363377404328
0,4,2009,3005006.0,1.0,1,0,0,14.915790122621663
0,4,2011,3875250.0,1.0,0,0,0,15.17012073481754
0,4,2012,50000.0,1.0,0,0,0,10.819778284410283
0,4,2005,3249999.0,1.0,0,0,0,14.994165246613566
0,4,2011,2157896.0,1.0,1,0,0,14.584644230867823
0,4,2006,1866494.0,1.0,0,0,0,14.43957236275888
0,4,2011,70000.0,1.0,0,0,0,11.156250521031495
0,4,2012,100000.0,1.0,0,0,0,11.512925464970229
0,4,2009,400000.0,1.0,0,0,0,12.89921982609012
0,4,2011,312520.0,1.0,0,0,0,12.65242374611068
0,4,2009,1312000.0,1.0,0,0,0,14.08706324848617
0,4,2012,4400075.0,1.0,0,0,0,15.297132144197764
0,4,2009,869964.0,1.0,0,0,0,13.676207110464274
0,4,1998,504350.0,1.0,1,0,0,13.131025750482982
0,4,2006,39000.0,1.0,0,0,0,10.571316925111784
0,4,2005,10644022.0,1.0,0,0,0,16.180508977969726
0,4,2012,66720.0,1.0,0,0,0,11.108260037032627
0,4,2010,266000.0,1.0,0,0,0,12.491251587763836
0,4,2008,2219302.0,1.0,0,0,0,14.612703289995473
0,4,2000,376256.0,1.0,0,0,0,12.838025041761927
0,4,2008,6361722.0,1.0,0,0,0,15.665809653385844
0,4,2005,20000.0,1.0,0,0,0,9.903487552536127
