isClosed,status,founded_at,funding_total_usd,milestones,ca_non_ca,closed_at_year,duration_days,log_funding_total_usd
0,4,1998,1587500.0,2.0,1,0,0,14.277671009748984
0,4,2008,8000000.0,1.0,0,0,0,15.89495209964411
1,2,2008,7000000.0,3.0,0,0,0,15.761420707019589
0,4,2009,531600.0,1.0,0,0,0,13.183646605821227
0,4,2006,1215385.0,1.0,0,0,0,14.010571456991304
0,4,2002,1391700.0,1.0,0,0,0,14.146036579407944
0,4,2009,14142157.0,1.0,1,0,0,16.46467075276763
0,4,2012,1300000.0,3.0,1,0,0,14.077874822431763
0,4,2012,500000.0,2.0,1,0,0,13.122363377404328
0,4,2011,2250000.0,2.0,0,0,0,14.626440774180605
0,4,2011,1330790.0,1.0,0,0,0,14.1012833088211
1,3,2008,662000.0,1.0,0,2013,1978,13.403020834919143
0,4,1993,7500000.0,1.0,0,0,0,15.83041357850654
0,4,2010,250000.0,1.0,0,0,0,12.429216196844385
0,4,2005,21450000.0,1.0,1,0,0,16.8812352033383
0,4,2011,680000.0,2.0,0,0,0,13.42984807715229
0,4,2011,192645.0,1.0,0,0,0,12.168604395915263
0,4,2012,865175.0,2.0,0,0,0,13.670687077590404
0,4,2011,7700000.0,2.0,0,0,0,15.856730886823913
0,4,1999,1251000.0,1.0,0,0,0,14.039453789449048
0,4,2011,3800000.0,1.0,0,0,0,15.150511624696614
0,4,2012,14400000.0,1.0,1,0,0,16.48273876454623
0,4,2011,20000.0,1.0,0,0,0,9.903487552536127
0,4,2007,6000000.0,3.0,1,0,0,15.60727002719233
0,4,2011,3500000.0,1.0,0,0,0,15.068273526459642
0,4,2012,3750000.0,3.0,0,0,0,15.137266397946592
1,2,2010,3911750.0,1.0,0,0,0,15.179495402164305
0,4,2011,1950000.0,1.0,0,0,0,14.48333993053993
0,1,1985,11400000.0,3.0,0,0,0,16.249123913364723
0,4,2012,7900000.0,1.0,1,0,0,15.88237331743725
0,4,2012,750000.0,1.0,1,0,0,13.527828485512494
0,4,2012,572726.0,1.0,0,0,0,13.2581626963387
0,4,1976,3500000.0,1.0,0,0,0,15.068273526459642
0,4,2011,2000000.0,2.0,0,0,0,14.50865773852422
0,4,2001,5500000.0,2.0,1,0,0,15.5202586502027
0,4,1999,17000000.0,1.0,1,0,0,16.64872390202049
0,4,2000,20000000.0,2.0,0,0,0,16.811242831518264
0,4,2012,363600.0,1.0,0,0,0,12.80380964128546
0,4,2008,1316623.0,1.0,0,0,0,14.090580683102276
0,4,2010,540000.0,1.0,1,0,0,13.199324418540456
0,4,2002,24100000.0,1.0,1,0,0,16.997722398460883
0,4,2011,1014597.0,1.0,0,0,0,13.830002047280075
0,4,2011,250000.0,2.0,1,0,0,12.429216196844385
1,3,2005,9500000.0,1.0,1,2012,2556,16.06680235657077
0,4,2011,2500000.0,1.0,1,0,0,14.73180128983843
0,4,2011,1200000.0,1.0,1,0,0,13.997832114758229
1,2,2001,8500000.0,1.0,1,0,0,15.955576721460544
0,4,2011,1325000.0,1.0,0,0,0,14.09692301740246
0,4,2012,200000.0,1.0,0,0,0,12.206072645530174
0,4,2005,1950000.0,1.0,0,0,0,14.48333993053993
0,4,2011,6307600.0,2.0,0,0,0,15.657265813513568
0,4,2011,30291.0,1.0,0,0,0,10.31860591767243
0,4,2011,800000.0,1.0,0,0,0,13.592367006650065
0,4,2011,1618000.0,1.0,0,0,0,14.296701376600572
0,4,2012,1600000.0,2.0,1,0,0,14.28551418721001
0,1,2008,7850050.0,1.0,0,0,0,15.876030459165058
1,3,2002,3170000.0,1.0,1,2008,2397,14.969242145853464
0,4,2011,749000.0,1.0,0,0,0,13.526494262499355
0,4,2010,2275000.0,1.0,0,0,0,14.637490610367188
0,4,2010,25000.0,1.0,0,0,0,10.126631103850338
0,4,2011,2450000.0,3.0,0,0,0,14.71159858252091
1,3,2011,40331.0,2.0,0,2013,590,10.604875682997651
0,4,2011,854000.0,1.0,0,0,0,13.657686472770706
0,4,2011,155220.0,1.0,0,0,0,11.95259874440813
0,4,2010,1700000.0,2.0,1,0,0,14.346138809026444
1,2,2000,14000000.0,1.0,0,0,0,16.454567887579532
0,4,2005,50000.0,1.0,0,0,0,10.819778284410283
0,4,2011,75000.0,1.0,0,0,0,11.225243392518449
0,4,2011,1520580.0,2.0,0,0,0,14.234602398987096
0,4,2011,50000.0,1.0,0,0,0,10.819778284410283
0,4,2011,18300000.0,2.0,0,0,0,16.722411617811648
0,4,2010,2500000.0,2.0,0,0,0,14.73180128983843
0,4,2011,800000.0,2.0,1,0,0,13.592367006650065
0,4,2012,325000.0,3.0,0,0,0,12.691580461311874
0,4,2012,552000.0,1.0,1,0,0,13.221303325259232
0,4,2011,1000000.0,1.0,1,0,0,13.815510557964274
0,4,2008,250000.0,1.0,0,0,0,12.429216196844385
0,4,2011,1022918.0,1.0,0,0,0,13.83816988531833
0,4,2011,450000.0,1.0,0,0,0,13.017002861746503
0,4,2009,18800000.0,1.0,0,0,0,16.749367427800177
0,4,2000,4005616.0,1.0,0,0,0,15.203207934397724
1,3,2007,1476100.0,2.0,0,2009,550,14.204914032525089
0,4,2002,2960000.0,2.0,0,0,0,14.900699826300244
0,4,1996,362500.0,1.0,1,0,0,12.800779753276869
0,4,2012,7200000.0,2.0,1,0,0,15.789591583986285
0,4,2011,1980000.0,2.0,0,0,0,14.498607402670718
0,4,2011,250000.0,1.0,0,0,0,12.429216196844385
0,4,2007,1130130.0,1.0,0,0,0,13.93784322831923
0,4,2004,2800000.0,1.0,0,0,0,14.845129975145433
0,4,2012,287500.0,1.0,0,0,0,12.568978139219542
0,4,2011,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2010,800000.0,2.0,0,0,0,13.592367006650065
0,4,2010,15000000.0,1.0,0,0,0,16.523560759066484
0,4,2011,2300000.0,2.0,1,0,0,14.648419680899378
0,4,2012,500000.0,2.0,0,0,0,13.122363377404328
0,4,2010,1254600.0,1.0,0,0,0,14.04232735464478
0,4,2012,3800000.0,2.0,0,0,0,15.150511624696614
0,4,2011,4000000.0,1.0,0,0,0,15.201804919084164
0,4,2012,65000.0,1.0,0,0,0,11.082142548877776
0,4,2011,116000.0,1.0,0,0,0,11.661345470088502
0,4,2012,75000.0,1.0,0,0,0,11.225243392518449
0,4,2010,875000.0,1.0,0,0,0,13.681979165339753
0,4,2012,75000.0,1.0,0,0,0,11.225243392518449
0,4,2011,75000.0,1.0,0,0,0,11.225243392518449
0,4,2012,2945400.0,1.0,0,0,0,14.8957551892742
0,4,2012,10000.0,1.0,0,0,0,9.210340371976184
0,4,1999,75000.0,1.0,1,0,0,11.225243392518449
0,4,2012,628000.0,2.0,0,0,0,13.350295445450335
0,4,2012,660000.0,3.0,0,0,0,13.399995114002609
0,4,2011,180188.0,1.0,0,0,0,12.10175602926418
1,3,2000,627300.0,1.0,0,2013,4869,13.349180174084834
0,4,2012,15000.0,1.0,0,0,0,9.615805480084347
0,4,2012,800000.0,3.0,0,0,0,13.592367006650065
0,4,2011,696082.0,1.0,0,0,0,13.45322274846874
0,4,2012,611500.0,2.0,0,0,0,13.323670234109365
1,3,2008,263400.0,2.0,0,2012,1754,12.481429068291318
0,4,2007,2500000.0,1.0,0,0,0,14.73180128983843
0,4,2006,6116923.0,2.0,0,0,0,15.626569750275603
0,4,2011,21915250.0,1.0,0,0,0,16.90269329948159
0,4,1999,3500000.0,1.0,1,0,0,15.068273526459642
0,4,2011,12000.0,2.0,0,0,0,9.392661928770137
0,4,2010,3343000.0,1.0,0,0,0,15.022379165402237
0,4,2012,2500000.0,2.0,1,0,0,14.73180128983843
0,4,2010,1656165.0,1.0,0,0,0,14.320015246644996
0,4,2012,50000.0,1.0,0,0,0,10.819778284410283
1,2,2007,715000.0,3.0,1,0,0,13.480037821676143
0,4,2011,106779.0,1.0,0,0,0,11.57851655696069
0,4,2011,57939.0,1.0,0,0,0,10.96714601194071
0,4,2012,59730.0,1.0,0,0,0,10.997589685726352
0,4,2011,4200000.0,1.0,0,0,0,15.250595083253597
0,4,2009,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2011,30000.0,1.0,0,0,0,10.308952660644293
0,4,2011,972935.0,1.0,0,0,0,13.78807255523678
1,2,2004,1000000.0,4.0,1,0,0,13.815510557964274
0,4,2012,10000.0,1.0,0,0,0,9.210340371976184
0,4,2011,5100000.0,2.0,1,0,0,15.444751097694557
0,4,2010,1430000.0,1.0,0,0,0,14.17318500223609
0,4,2012,6000000.0,2.0,1,0,0,15.60727002719233
0,4,2003,29000000.0,1.0,0,0,0,17.182806387950748
0,4,2011,1815000.0,1.0,0,0,0,14.411596025681089
0,4,2009,15000.0,1.0,0,0,0,9.615805480084347
1,3,2012,60000.0,1.0,1,2013,517,11.002099841204238
0,4,2002,4900000.0,1.0,0,0,0,15.404745763080856
0,4,2011,880000.0,2.0,0,0,0,13.687677186454389
0,4,1999,12100000.0,2.0,1,0,0,16.308716010566968
0,4,2011,4150000.0,2.0,1,0,0,15.23861889220688
0,4,2012,50000.0,2.0,0,0,0,10.819778284410283
0,4,2011,1700000.0,2.0,1,0,0,14.346138809026444
0,4,2011,279400.0,2.0,0,0,0,12.540399725805
1,3,2012,610000.0,1.0,1,2013,561,13.321214236149494
0,4,2011,565000.0,1.0,0,0,0,13.244581010128575
0,4,2012,1495000.0,2.0,0,0,0,14.217636764806924
0,4,2010,763000.0,1.0,0,0,0,13.545013310266594
0,4,2011,100000.0,1.0,0,0,0,11.512925464970229
0,4,2012,40000.0,1.0,0,0,0,10.596634733096073
0,4,2011,15899999.0,2.0,0,0,0,16.581829604297376
0,4,2001,12000000.0,1.0,0,0,0,16.300417207752275
0,4,2011,150000.0,2.0,1,0,0,11.918390573078392
0,4,2011,850000.0,1.0,0,0,0,13.652991628466498
0,4,2011,19300000.0,2.0,1,0,0,16.775615653875114
0,4,1999,10080599.0,1.0,0,0,0,16.1261232434451
0,4,2011,3200000.0,1.0,1,0,0,14.978661367769956
0,4,2011,525000.0,2.0,1,0,0,13.17115354157376
0,4,2009,1493038.0,1.0,0,0,0,14.216323528307274
1,3,2011,1250000.0,1.0,0,2013,882,14.038654109278484
0,4,2007,4104210.0,1.0,0,0,0,15.227523834114267
0,4,2011,75000.0,1.0,0,0,0,11.225243392518449
0,4,2012,880000.0,1.0,0,0,0,13.687677186454389
0,4,2009,80000.0,1.0,0,0,0,11.289781913656018
0,4,2009,120000.0,1.0,0,0,0,11.695247021764184
0,4,2012,1115000.0,1.0,1,0,0,13.924364962876355
0,4,2010,120000.0,1.0,0,0,0,11.695247021764184
0,4,2011,1350000.0,1.0,1,0,0,14.115615150414612
0,4,1967,2730000.0,1.0,0,0,0,14.819812167161142
0,4,2004,21500200.0,1.0,1,0,0,16.883572795380207
0,4,2000,6292200.0,1.0,0,0,0,15.654821329050552
0,4,2012,79872.0,1.0,0,0,0,11.288180632289045
0,4,2008,1080000.0,2.0,0,0,0,13.892471599100402
0,4,2011,700000.0,1.0,0,0,0,13.458835614025542
0,4,2011,550000.0,1.0,0,0,0,13.217673557208654
0,4,2004,1000000.0,3.0,0,0,0,13.815510557964274
0,4,2007,2300000.0,1.0,0,0,0,14.648419680899378
0,4,2012,415000.0,1.0,0,0,0,12.936033799212836
0,4,2005,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2012,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2008,4000000.0,1.0,1,0,0,15.201804919084164
0,4,2007,17900000.0,2.0,0,0,0,16.70031127081098
0,4,2011,200000.0,1.0,0,0,0,12.206072645530174
0,4,2012,2600000.0,1.0,1,0,0,14.77102200299171
0,4,2012,19713.0,1.0,0,0,0,9.889033595565978
0,4,2012,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2012,12000000.0,2.0,0,0,0,16.300417207752275
0,4,2012,200000.0,1.0,0,0,0,12.206072645530174
0,4,2012,1100000.0,1.0,1,0,0,13.9108207377686
0,4,2012,615000.0,1.0,0,0,0,13.329377546788654
1,3,2005,12000000.0,3.0,1,2011,2224,16.300417207752275
0,4,2011,2250000.0,2.0,1,0,0,14.626440774180605
0,4,2011,11500000.0,2.0,0,0,0,16.25785759333348
0,4,2010,10500000.0,1.0,0,0,0,16.166885815127753
0,4,2006,3000000.0,1.0,0,0,0,14.914122846632385
1,3,2007,1500000.0,1.0,1,2011,1682,14.22097566607244
1,2,2006,750000.0,3.0,0,0,0,13.527828485512494
1,2,2000,24500000.0,2.0,0,0,0,17.014183675514957
0,4,2011,1400000.0,2.0,0,0,0,14.151982794585487
0,4,2011,530000.0,1.0,0,0,0,13.180632285528304
0,4,2010,3100000.0,1.0,1,0,0,14.946912669455374
0,4,2012,250309.0,1.0,0,0,0,12.430451433625212
0,4,2000,650000.0,2.0,1,0,0,13.38472764187182
0,4,2008,150000.0,1.0,0,0,0,11.918390573078392
0,4,2011,2500000.0,1.0,0,0,0,14.73180128983843
0,4,2012,1700000.0,2.0,1,0,0,14.346138809026444
0,4,2004,4700000.0,1.0,0,0,0,15.363073066680286
0,4,2011,400000.0,2.0,0,0,0,12.89921982609012
0,4,2012,842948.0,2.0,0,0,0,13.644660550621166
0,4,2011,5249455.0,2.0,0,0,0,15.473634819655416
0,4,2011,7513139.0,1.0,1,0,0,15.832163912444626
0,4,2011,4009001.0,2.0,0,0,0,15.204052641063376
0,4,2012,2500000.0,3.0,0,0,0,14.73180128983843
0,4,2011,105000.0,1.0,0,0,0,11.56171562913966
0,4,2012,20204.0,1.0,0,0,0,9.913635883587943
0,4,2011,119616.0,1.0,0,0,0,11.692041890815236
0,4,2011,100000.0,1.0,0,0,0,11.512925464970229
0,4,2011,750000.0,1.0,0,0,0,13.527828485512494
0,4,2011,400000.0,2.0,0,0,0,12.89921982609012
0,4,2010,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2012,35000.0,1.0,0,0,0,10.46310334047155
0,4,2007,10000.0,1.0,0,0,0,9.210340371976184
0,4,2011,646950.0,2.0,0,0,0,13.3800242907441
1,2,2012,2900000.0,2.0,0,0,0,14.880221294956703
0,4,2002,6100000.0,2.0,0,0,0,15.62379932914354
0,4,2001,8330000.0,1.0,1,0,0,15.935374014143026
0,4,2007,1750000.0,1.0,0,0,0,14.375126345899696
0,4,2007,1500000.0,1.0,0,0,0,14.22097566607244
1,2,2007,2750000.0,3.0,1,0,0,14.827111469642754
0,4,2012,375000.0,1.0,1,0,0,12.834681304952548
0,4,2011,550000.0,1.0,1,0,0,13.217673557208654
0,4,2011,2000000.0,2.0,1,0,0,14.50865773852422
0,4,2012,1250000.0,1.0,1,0,0,14.038654109278484
0,4,2007,22000000.0,1.0,0,0,0,16.90655301132259
0,4,2010,3900000.0,1.0,0,0,0,15.176487111099874
0,4,2011,189154.0,1.0,0,0,0,12.15031677707522
1,3,2011,35000.0,1.0,0,2013,418,10.46310334047155
1,2,2005,11000000.0,3.0,1,0,0,16.213405830762646
0,4,2011,363385.0,1.0,0,0,0,12.803218157262355
0,4,2005,5500000.0,1.0,0,0,0,15.5202586502027
1,3,2006,20000000.0,2.0,1,2010,1628,16.811242831518264
0,4,2008,16500.0,2.0,1,0,0,9.711115659888671
0,4,2012,681668.0,1.0,0,0,0,13.432298014779237
0,4,2012,26500.0,1.0,0,0,0,10.184900011974314
0,4,2012,25000.0,1.0,0,0,0,10.126631103850338
0,4,2011,400000.0,1.0,0,0,0,12.89921982609012
0,4,1999,4000000.0,1.0,0,0,0,15.201804919084164
1,3,2012,250000.0,1.0,0,2013,304,12.429216196844385
0,4,2012,100000.0,1.0,0,0,0,11.512925464970229
0,4,2011,1300000.0,2.0,0,0,0,14.077874822431763
0,4,2012,250000.0,1.0,1,0,0,12.429216196844385
0,4,2010,7200000.0,1.0,0,0,0,15.789591583986285
0,4,2011,20000.0,2.0,1,0,0,9.903487552536127
0,4,2011,125000.0,2.0,0,0,0,11.736069016284436
0,4,2012,8150000.0,1.0,0,0,0,15.913528485217045
0,4,2009,3250000.0,1.0,0,0,0,14.99416555430592
1,3,2011,12000.0,1.0,0,2012,366,9.392661928770137
0,4,2008,15798.0,1.0,0,0,0,9.667638628724363
0,4,2012,1000000.0,3.0,0,0,0,13.815510557964274
0,4,2012,3591.0,2.0,0,0,0,8.186185994226083
0,4,2009,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2011,575000.0,1.0,0,0,0,13.262125319779487
0,4,2006,8000000.0,5.0,1,0,0,15.89495209964411
0,4,2012,357125.0,1.0,0,0,0,12.785841139533074
0,4,2012,176000.0,2.0,0,0,0,12.078239274020287
0,4,2012,1800000.0,1.0,1,0,0,14.403297222866392
1,2,2000,26914000.0,3.0,1,0,0,17.108157155283624
0,4,2010,289256.0,1.0,0,0,0,12.575067388142426
1,3,2006,1400000.0,1.0,1,2012,2448,14.151982794585487
0,4,2013,300000.0,1.0,1,0,0,12.611537753638338
0,4,2011,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2008,5300000.0,1.0,1,0,0,15.483217378522353
0,4,2010,190000.0,1.0,0,0,0,12.154779351142624
0,4,2012,9500000.0,1.0,1,0,0,16.06680235657077
1,2,2005,26000000.0,2.0,1,0,0,17.073607095985757
0,4,2012,50000.0,2.0,0,0,0,10.819778284410283
0,4,2012,2150000.0,1.0,1,0,0,14.580978400103843
0,4,2012,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2011,550000.0,1.0,1,0,0,13.217673557208654
0,4,2007,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2011,50000.0,1.0,0,0,0,10.819778284410283
0,4,2008,7450000.0,2.0,0,0,0,15.823724590355742
0,4,2010,10918691.0,1.0,0,0,0,16.205986649300964
0,4,2009,3000000.0,2.0,0,0,0,14.914122846632385
0,4,2004,5000000.0,3.0,0,0,0,15.424948470398377
0,4,2004,6950000.0,2.0,0,0,0,15.754252217540976
0,4,2011,1600000.0,2.0,1,0,0,14.28551418721001
0,4,2005,1000.0,1.0,1,0,0,6.907755278982137
0,4,2011,475000.0,1.0,0,0,0,13.071070083016778
0,4,2010,1500000.0,1.0,1,0,0,14.22097566607244
0,4,2010,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2000,20700000.0,2.0,1,0,0,16.8456442582356
1,2,2012,3750000.0,3.0,1,0,0,15.137266397946592
0,4,2011,1750000.0,2.0,1,0,0,14.375126345899696
0,4,2011,1300000.0,2.0,1,0,0,14.077874822431763
0,4,2011,150000.0,1.0,0,0,0,11.918390573078392
0,4,2012,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2011,200000.0,1.0,1,0,0,12.206072645530174
0,4,2011,9918168.0,2.0,1,0,0,16.109878784786726
0,4,2001,15000000.0,1.0,0,0,0,16.523560759066484
0,4,2011,4300000.0,2.0,0,0,0,15.27412558066379
0,4,2012,6250000.0,2.0,1,0,0,15.648092021712584
1,3,2011,20000.0,1.0,1,2012,427,9.903487552536127
1,2,2010,2764700.0,1.0,1,0,0,14.83244268795628
0,4,2011,1200000.0,3.0,1,0,0,13.997832114758229
0,4,2011,150000.0,1.0,1,0,0,11.918390573078392
0,4,2008,6000000.0,2.0,1,0,0,15.60727002719233
0,4,2003,12000000.0,1.0,0,0,0,16.300417207752275
0,4,2010,275000.0,1.0,0,0,0,12.524526376648708
0,4,2007,2511360.0,3.0,0,0,0,14.736334997038972
0,4,2012,240000.0,1.0,1,0,0,12.388394202324127
0,4,2007,125000.0,2.0,0,0,0,11.736069016284436
0,4,2012,300000.0,1.0,1,0,0,12.611537753638338
1,2,2010,6000000.0,1.0,1,0,0,15.60727002719233
0,4,2010,800000.0,1.0,0,0,0,13.592367006650065
0,4,2010,2350000.0,1.0,0,0,0,14.669925886120344
0,4,1974,127890.0,1.0,0,0,0,11.758925798427368
0,4,2012,18689487.0,1.0,0,0,0,16.74347173122198
0,4,2011,500000.0,2.0,0,0,0,13.122363377404328
0,4,2012,1000000.0,2.0,1,0,0,13.815510557964274
0,4,2012,157450.0,2.0,0,0,0,11.96686322652917
0,4,2011,500000.0,1.0,0,0,0,13.122363377404328
0,4,2011,250000.0,2.0,0,0,0,12.429216196844385
0,4,2012,115000.0,1.0,0,0,0,11.652687407345388
0,4,2011,11500000.0,1.0,1,0,0,16.25785759333348
0,4,2012,40000.0,2.0,0,0,0,10.596634733096073
0,4,2012,1600000.0,1.0,0,0,0,14.28551418721001
0,4,2003,9779999.0,1.0,0,0,0,16.095849939761507
1,3,2004,20000000.0,1.0,1,2010,2505,16.811242831518264
0,4,2012,250000.0,1.0,1,0,0,12.429216196844385
0,4,2007,13200000.0,3.0,1,0,0,16.3957273875566
0,4,2011,100000.0,1.0,0,0,0,11.512925464970229
0,4,2012,500000.0,1.0,0,0,0,13.122363377404328
0,4,2012,10000000.0,1.0,1,0,0,16.11809565095832
0,4,2011,3425000.0,1.0,1,0,0,15.046612029678462
1,3,2007,5000000.0,1.0,0,2008,550,15.424948470398377
0,4,2012,1100000.0,1.0,1,0,0,13.9108207377686
0,4,2012,4000000.0,2.0,1,0,0,15.201804919084164
1,2,2005,24000000.0,1.0,1,0,0,16.99356438831222
0,4,1997,10000000.0,1.0,0,0,0,16.11809565095832
0,4,2012,13020000.0,1.0,1,0,0,16.3819971947447
0,4,2012,9000.0,1.0,0,0,0,9.104979856318357
0,4,2011,475000.0,1.0,0,0,0,13.071070083016778
0,4,2012,30000.0,1.0,1,0,0,10.308952660644293
1,2,2003,17400000.0,2.0,1,0,0,16.671980764184756
0,4,2010,6100000.0,1.0,1,0,0,15.62379932914354
1,3,2002,10900000.0,1.0,0,2011,3475,16.204273347199372
0,4,2000,2300000.0,1.0,0,0,0,14.648419680899378
0,4,2010,7719600.0,3.0,0,0,0,15.859273107187091
0,4,1996,8033458.0,1.0,0,0,0,15.89912562834456
0,4,2005,3500000.0,1.0,0,0,0,15.068273526459642
0,4,2011,20000.0,1.0,0,0,0,9.903487552536127
0,4,2012,770000.0,3.0,0,0,0,13.554145793829866
0,4,2011,6300000.0,2.0,1,0,0,15.65606019136176
0,4,2010,19500000.0,2.0,0,0,0,16.785925023533974
0,4,2012,1022820.0,1.0,0,0,0,13.838074076373026
0,4,2009,1500000.0,2.0,0,0,0,14.22097566607244
1,2,2005,15000000.0,1.0,1,0,0,16.523560759066484
0,4,2011,500000.0,1.0,0,0,0,13.122363377404328
0,4,2009,100000.0,1.0,0,0,0,11.512925464970229
0,4,2007,2500000.0,1.0,0,0,0,14.73180128983843
0,4,2000,14000000.0,1.0,0,0,0,16.454567887579532
0,4,2011,775000.0,2.0,0,0,0,13.560618308335483
0,4,2010,1300000.0,1.0,0,0,0,14.077874822431763
0,4,2007,16000000.0,1.0,1,0,0,16.588099280204055
0,4,2012,18000000.0,3.0,0,0,0,16.70588231586044
0,4,2008,1000000.0,1.0,0,0,0,13.815510557964274
0,4,2010,1500000.0,1.0,1,0,0,14.22097566607244
0,4,2010,3550000.0,2.0,1,0,0,15.082458161451598
0,4,2007,1800000.0,1.0,1,0,0,14.403297222866392
0,1,1999,15500000.0,2.0,1,0,0,16.556350581889475
0,4,2011,775000.0,1.0,0,0,0,13.560618308335483
1,2,2011,200000.0,1.0,1,0,0,12.206072645530174
0,4,2002,1330000.0,2.0,0,0,0,14.100689500197936
1,2,2003,25000000.0,1.0,1,0,0,17.034386382832476
0,4,2012,736443.0,1.0,0,0,0,13.509587118814467
0,4,2012,3746400.0,1.0,0,0,0,15.13630593685147
0,4,2005,200000.0,1.0,0,0,0,12.206072645530174
0,4,2011,60000.0,1.0,0,0,0,11.002099841204238
0,4,2012,1100000.0,2.0,0,0,0,13.9108207377686
0,4,2011,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2012,500000.0,2.0,0,0,0,13.122363377404328
0,4,2011,500000.0,1.0,0,0,0,13.122363377404328
0,4,2011,800000.0,2.0,0,0,0,13.592367006650065
0,4,2012,1700000.0,2.0,1,0,0,14.346138809026444
1,2,2012,1750000.0,2.0,0,0,0,14.375126345899696
0,4,2011,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2011,100000.0,1.0,0,0,0,11.512925464970229
0,4,2008,50000.0,1.0,0,0,0,10.819778284410283
0,4,2011,500000.0,1.0,0,0,0,13.122363377404328
0,4,2008,30000.0,1.0,0,0,0,10.308952660644293
0,4,2008,7000000.0,2.0,1,0,0,15.761420707019589
0,4,2012,906940.0,1.0,0,0,0,13.71783157475918
0,1,1999,15000000.0,1.0,0,0,0,16.523560759066484
0,4,2011,40000.0,1.0,0,0,0,10.596634733096073
0,4,2011,6100100.0,2.0,1,0,0,15.623815722451791
0,4,2003,25300000.0,1.0,1,0,0,17.04631495369775
0,4,2009,3000000.0,1.0,0,0,0,14.914122846632385
0,4,2012,1600000.0,2.0,0,0,0,14.28551418721001
0,4,2012,33000.0,1.0,1,0,0,10.404262840448617
0,4,2007,600000.0,1.0,0,0,0,13.304684934198283
0,4,2012,250000.0,2.0,0,0,0,12.429216196844385
0,4,2011,6725000.0,3.0,0,0,0,15.721342483452178
0,4,2012,500000.0,1.0,0,0,0,13.122363377404328
1,2,2008,240000.0,1.0,0,0,0,12.388394202324127
0,4,2010,2500000.0,1.0,0,0,0,14.73180128983843
0,4,2012,150000.0,2.0,0,0,0,11.918390573078392
0,4,2011,100000.0,1.0,0,0,0,11.512925464970229
0,4,2011,15873.0,1.0,0,0,0,9.672374831572242
0,4,2012,413698.0,2.0,0,0,0,12.93289151801674
0,4,2011,50000.0,2.0,0,0,0,10.819778284410283
0,4,2009,1500000.0,1.0,0,0,0,14.22097566607244
0,4,2012,65118.0,2.0,0,0,0,11.08395628767407
0,4,2001,12100900.0,2.0,1,0,0,16.30879038796619
0,4,2010,20118.0,2.0,0,0,0,9.909370215694285
0,4,2009,2000000.0,1.0,0,0,0,14.50865773852422
0,4,2006,2243200.0,1.0,0,0,0,14.623413975822409
1,2,1996,8100000.0,2.0,0,0,0,15.907374619642669
0,4,2012,1000000.0,2.0,1,0,0,13.815510557964274
0,4,2011,575000.0,1.0,0,0,0,13.262125319779487
0,4,2012,1100000.0,2.0,0,0,0,13.9108207377686
0,4,2011,1750000.0,1.0,1,0,0,14.375126345899696
1,2,2003,23500000.0,1.0,1,0,0,16.972510979114386
0,4,2010,851740.0,1.0,0,0,0,13.655036594920098
1,2,2011,1800000.0,1.0,0,0,0,14.403297222866392
0,4,2012,129390.0,1.0,0,0,0,11.770586378309998
0,4,2012,1400000.0,1.0,0,0,0,14.151982794585487
0,4,2006,150000.0,1.0,0,0,0,11.918390573078392
0,4,2005,2483464.0,1.0,0,0,0,14.725164917753048
1,2,1995,4109607.0,1.0,0,0,0,15.228837961462537
0,4,1996,1595047.0,1.0,0,0,0,14.282413760851576
0,4,2011,457835.0,1.0,0,0,0,13.03426413617764
0,4,2012,72000.0,1.0,1,0,0,11.184421397998191
0,4,2012,1190000.0,1.0,1,0,0,13.989463865087712
0,4,2011,1100000.0,1.0,1,0,0,13.9108207377686
0,4,2011,3232069.0,1.0,0,0,0,14.988633047405138
0,4,2012,3000000.0,1.0,1,0,0,14.914122846632385
0,4,2003,300000.0,1.0,0,0,0,12.611537753638338
0,4,2011,425000.0,1.0,0,0,0,12.959844447906551
0,4,2011,620000.0,1.0,0,0,0,13.337474757021274
0,4,2011,118000.0,1.0,0,0,0,11.6784399034478
0,4,2012,1700000.0,1.0,1,0,0,14.346138809026444
0,4,1994,8850000.0,1.0,0,0,0,15.995928016984111
0,4,2012,2390000.0,2.0,1,0,0,14.686803923907693
1,2,2012,700000.0,3.0,0,0,0,13.458835614025542
0,4,2011,56000.0,1.0,1,0,0,10.933106969717286
1,2,2006,9542.0,1.0,0,0,0,9.163458386076051
0,4,2011,200000.0,1.0,0,0,0,12.206072645530174
0,4,2012,1400000.0,2.0,0,0,0,14.151982794585487
0,4,2012,20118.0,1.0,0,0,0,9.909370215694285
