category_code,status,founded_at,first_investment_at,last_investment_at,investment_rounds,funding_rounds,funding_total_usd,milestones,relationships,top_3_cities,usa_non_usa,ca_non_ca,first_funding_at_year,last_funding_at_year,first_milestone_at_year,last_milestone_at_year,closed_at_year,isClosed,duration_days,log_funding_total_usd
1,4,2001,0,0,1.0,1.0,2200000.0,1.0,2.0,1,1,0,2009,2009,0,0,0,0,0,14.603967918328545
1,4,2003,0,0,1.0,1.0,23600000.0,1.0,2.0,0,1,1,2013,2013,2010,2010,0,0,0,16.97675726999584
0,4,2010,0,0,1.0,1.0,1700000.0,1.0,1.0,0,1,1,2013,2013,2013,2013,0,0,0,14.346138809026444
1,4,2009,0,0,1.0,1.0,1000000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,13.815510557964274
0,4,2007,0,0,1.0,1.0,4545754.0,1.0,1.0,0,0,0,2013,2013,0,0,0,0,0,15.329704168424058
0,4,2012,0,0,1.0,2.0,255000.0,1.0,3.0,0,1,1,2013,2013,2013,2013,0,0,0,12.449018824140563
0,4,2000,0,0,1.0,1.0,800000.0,1.0,4.0,0,1,1,2013,2013,0,0,0,0,0,13.592367006650065
0,4,2008,0,0,1.0,2.0,1894064.0,1.0,3.0,0,0,0,2012,2013,0,0,0,0,0,14.45423534307595
0,4,2010,0,0,1.0,3.0,26416000.0,1.0,3.0,1,1,1,2012,2013,2013,2013,0,0,0,17.089480445142048
1,4,2012,0,0,1.0,1.0,1500000.0,1.0,2.0,0,1,0,2013,2013,0,0,0,0,0,14.22097566607244
0,4,2012,0,0,1.0,1.0,50000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,10.819778284410283
0,4,2007,0,0,1.0,1.0,1000000.0,1.0,1.0,0,0,0,2013,2013,2010,2010,0,0,0,13.815510557964274
0,4,2013,0,0,1.0,1.0,25000000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,17.034386382832476
0,4,2009,0,0,1.0,1.0,1650000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,14.316285845876763
1,4,2003,0,0,1.0,3.0,3910900.0,1.0,4.0,0,1,0,2010,2013,0,0,0,0,0,15.179278084502553
1,4,2012,0,0,1.0,1.0,175000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,12.072541252905651
1,4,2009,0,0,1.0,2.0,9076957.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,16.021249562249555
1,4,2012,0,0,1.0,1.0,10000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,9.210340371976184
0,4,2007,0,0,1.0,3.0,5125000.0,1.0,6.0,0,0,0,2011,2013,2013,2013,0,0,0,15.449641082988746
0,4,2012,0,0,1.0,2.0,8750000.0,2.0,2.0,0,1,1,2012,2013,2012,2013,0,0,0,15.984564258333798
0,4,2008,0,0,1.0,2.0,7651305.0,1.0,3.0,0,1,0,2012,2013,0,0,0,0,0,15.850386779489494
1,4,2012,0,0,1.0,1.0,1800000.0,1.0,3.0,1,1,1,2013,2013,2012,2012,0,0,0,14.403297222866392
1,4,2008,0,0,1.0,2.0,455000.0,1.0,1.0,0,1,0,2012,2013,0,0,0,0,0,13.028052697933088
1,4,2008,0,0,1.0,1.0,3500000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,15.068273526459642
1,4,1992,0,0,1.0,1.0,1671125.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,14.329007610285423
1,4,2007,0,0,1.0,2.0,3490078.0,1.0,2.0,0,0,0,2012,2013,0,0,0,0,0,15.065434643499062
0,4,2011,0,0,1.0,1.0,3500000.0,1.0,3.0,0,1,0,2012,2012,2013,2013,0,0,0,15.068273526459642
0,4,2012,0,0,1.0,1.0,521000.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,13.163505320735505
1,4,2006,0,0,1.0,1.0,1000000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,13.815510557964274
1,4,2012,0,0,1.0,1.0,600000.0,1.0,4.0,0,0,0,2012,2012,1995,1995,0,0,0,13.304684934198283
0,4,2013,0,0,1.0,1.0,2000000.0,1.0,3.0,0,0,0,2013,2013,2013,2013,0,0,0,14.508657738524219
1,4,2012,0,0,1.0,1.0,50000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,10.819778284410283
0,4,2012,0,0,1.0,1.0,25000.0,1.0,4.0,0,1,1,2012,2012,2013,2013,0,0,0,10.126631103850338
0,4,2012,0,0,1.0,1.0,40000.0,1.0,1.0,0,0,0,2012,2012,0,0,0,0,0,10.596634733096073
0,4,2012,0,0,1.0,1.0,100000.0,1.0,2.0,1,1,0,2013,2013,2012,2012,0,0,0,11.512925464970229
1,4,2012,0,0,1.0,2.0,5865000.0,1.0,2.0,0,1,0,2012,2013,0,0,0,0,0,15.584513040069712
0,4,2012,0,0,1.0,1.0,500000.0,1.0,5.0,0,1,0,2013,2013,2012,2012,0,0,0,13.122363377404328
0,4,2013,0,0,1.0,1.0,35000.0,2.0,2.0,0,0,0,2013,2013,2013,2013,0,0,0,10.46310334047155
0,4,2012,0,0,1.0,1.0,8200000.0,1.0,2.0,1,1,1,2013,2013,2012,2012,0,0,0,15.919644712234481
0,4,2011,0,0,1.0,1.0,660000.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,13.399995114002609
0,4,2012,0,0,1.0,1.0,500000.0,2.0,3.0,1,1,0,2012,2012,2012,2013,0,0,0,13.122363377404328
0,2,1999,0,0,1.0,1.0,6000000.0,1.0,23.0,0,1,1,1999,1999,0,0,0,1,0,15.60727002719233
0,4,2001,0,0,1.0,2.0,7000000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,15.761420707019587
0,4,2007,0,0,1.0,1.0,10000000.0,1.0,2.0,0,1,1,2013,2013,0,0,0,0,0,16.11809565095832
0,4,2012,0,0,1.0,1.0,3874996.0,1.0,2.0,0,1,1,2013,2013,2013,2013,0,0,0,15.170055188510988
0,4,2010,0,0,1.0,1.0,570000.0,1.0,3.0,0,1,0,2013,2013,2010,2010,0,0,0,13.253391639810733
1,4,2004,0,0,1.0,1.0,8844359.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,15.995290412627707
0,1,2005,0,0,1.0,2.0,20780000.0,2.0,7.0,0,0,0,2008,2010,2011,2013,0,0,0,16.849501543635355
1,4,2010,0,0,1.0,1.0,50000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,10.819778284410283
1,4,2013,0,0,1.0,1.0,279706.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,12.541494330515208
0,4,2004,0,0,1.0,2.0,5600000.0,1.0,3.0,0,1,0,2008,2011,0,0,0,0,0,15.538277155705378
0,4,2011,0,0,1.0,1.0,62500.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,11.042921835724492
1,4,1999,0,0,1.0,1.0,9422891.0,1.0,5.0,0,1,0,2013,2013,2004,2004,0,0,0,16.058652499680623
1,4,2012,0,0,1.0,1.0,1000000.0,1.0,3.0,0,1,1,2012,2012,0,0,0,0,0,13.815510557964274
1,3,2007,0,0,1.0,1.0,5500000.0,1.0,1.0,0,1,0,2008,2008,2007,2007,2012,1,1867,15.520258650202699
0,4,1995,0,0,1.0,2.0,4200545.0,1.0,4.0,0,1,0,2010,2013,0,0,0,0,0,15.25072483674001
1,4,2010,0,0,1.0,2.0,2650000.0,1.0,4.0,0,1,0,2012,2013,0,0,0,0,0,14.790070197962406
0,4,2009,0,0,1.0,1.0,250000.0,1.0,2.0,0,1,0,2013,2013,0,0,0,0,0,12.429216196844383
0,4,2008,0,0,1.0,2.0,15000000.0,3.0,17.0,0,1,0,2010,2011,2011,2013,0,0,0,16.523560759066484
0,4,2000,0,0,1.0,1.0,5221780.0,1.0,4.0,0,1,0,2013,2013,0,0,0,0,0,15.468348897901423
0,4,2010,0,0,1.0,3.0,7101363.0,1.0,6.0,0,1,1,2011,2013,2010,2010,0,0,0,15.775797295418295
1,4,2003,0,0,1.0,1.0,9287500.0,1.0,4.0,0,1,0,2013,2013,0,0,0,0,0,16.04417996800815
0,4,1986,0,0,1.0,1.0,1039556.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,13.85430425688303
0,4,2011,0,0,1.0,1.0,25000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,10.126631103850338
1,4,2010,0,0,1.0,1.0,117394.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,11.673291077744725
0,4,2011,0,0,1.0,1.0,130032.0,1.0,2.0,0,1,0,2012,2012,0,0,0,0,0,11.775535852992986
0,4,2012,0,0,1.0,1.0,2203250.0,1.0,2.0,1,1,0,2013,2013,0,0,0,0,0,14.605444100961908
1,4,2011,0,0,1.0,1.0,777967.0,1.0,3.0,1,1,0,2013,2013,0,0,0,0,0,13.564439385808484
0,4,2011,0,0,1.0,2.0,443500.0,1.0,2.0,0,1,0,2012,2013,0,0,0,0,0,13.00245308073177
0,4,2012,0,0,1.0,1.0,192990.0,1.0,1.0,0,0,0,2013,2013,2012,2012,0,0,0,12.170393653073155
0,3,2008,0,0,1.0,1.0,7000000.0,1.0,3.0,0,1,0,2008,2008,0,0,2011,1,1439,15.761420707019587
0,4,2009,0,0,1.0,1.0,2600000.0,1.0,8.0,0,1,0,2013,2013,2013,2013,0,0,0,14.77102200299171
0,4,2012,0,0,1.0,2.0,2160000.0,1.0,2.0,0,1,0,2012,2013,2012,2012,0,0,0,14.585618779660347
0,4,2012,0,0,1.0,2.0,7000000.0,1.0,5.0,0,1,1,2012,2013,2012,2012,0,0,0,15.761420707019587
1,4,2013,0,0,1.0,1.0,2025000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,14.521080258522776
0,4,2011,0,0,1.0,1.0,1929900.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,14.472978746067202
0,4,2011,0,0,1.0,1.0,175000.0,1.0,5.0,0,1,0,2012,2012,2012,2012,0,0,0,12.072541252905651
0,4,2010,0,0,1.0,1.0,2200000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,14.603967918328545
0,4,2012,0,0,1.0,1.0,2000000.0,1.0,2.0,0,0,0,2013,2013,1996,1996,0,0,0,14.508657738524219
0,4,1981,0,0,1.0,1.0,9100000.0,1.0,4.0,1,1,1,2013,2013,2006,2006,0,0,0,16.02378497148708
0,4,2013,0,0,1.0,1.0,20000.0,1.0,4.0,1,1,0,2013,2013,2013,2013,0,0,0,9.903487552536127
0,4,2011,0,0,1.0,1.0,950000.0,1.0,1.0,0,1,1,2011,2011,0,0,0,0,0,13.764217263576723
0,4,2004,0,0,1.0,1.0,7000000.0,1.0,3.0,0,0,0,2008,2008,0,0,0,0,0,15.761420707019587
1,4,2000,0,0,1.0,3.0,10963000.0,1.0,3.0,0,0,0,2006,2009,0,0,0,0,0,16.210036524656676
0,4,2010,0,0,1.0,1.0,112500.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,11.630708500626612
1,4,2010,0,0,1.0,2.0,1132500.0,1.0,2.0,0,1,0,2010,2011,0,0,0,0,0,13.939938136339325
1,4,2008,0,0,1.0,2.0,1020255.0,1.0,1.0,0,1,0,2012,2013,0,0,0,0,0,13.835563154015661
1,4,2011,0,0,1.0,1.0,250000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,12.429216196844383
1,4,1999,0,0,1.0,1.0,19654.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,9.886036158922373
0,4,2011,0,0,1.0,1.0,3500000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,15.068273526459642
0,4,2012,0,0,1.0,1.0,25000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,10.126631103850338
0,4,2012,0,0,1.0,2.0,2808357.0,2.0,3.0,1,0,0,2013,2013,2013,2013,0,0,0,14.848110172798783
0,4,2012,0,0,1.0,1.0,875017.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,13.681998593722447
0,4,2010,0,0,1.0,3.0,4238225.0,1.0,4.0,0,1,0,2012,2013,0,0,0,0,0,15.259655107481798
1,4,1997,0,0,1.0,1.0,935000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,13.748301808270824
0,4,2012,0,0,1.0,1.0,200000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,12.206072645530174
1,4,2010,0,0,1.0,3.0,1541854.0,1.0,5.0,0,1,0,2011,2013,0,0,0,0,0,14.248496146391897
0,4,2003,0,0,1.0,1.0,10549151.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,16.171555940714498
0,4,1985,0,0,1.0,1.0,5757955.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,15.566092934910104
0,4,2010,0,0,1.0,3.0,3600000.0,1.0,5.0,0,1,0,2012,2013,0,0,0,0,0,15.096444403426338
0,4,2012,0,0,1.0,1.0,1000000.0,1.0,3.0,0,1,1,2012,2012,0,0,0,0,0,13.815510557964274
1,4,2006,0,0,1.0,2.0,7821094.0,1.0,5.0,0,1,0,2011,2013,2007,2007,0,0,0,15.872335000434934
0,4,2007,0,0,1.0,1.0,1631710.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,14.30513910263794
1,4,2010,0,0,1.0,2.0,3729995.0,1.0,2.0,0,1,0,2011,2013,0,0,0,0,0,15.131917451136527
1,3,2004,0,0,1.0,1.0,4793666.0,1.0,3.0,0,1,0,2013,2013,2011,2011,2013,1,3378,15.38280602112801
0,4,2009,0,0,1.0,1.0,4251050.0,1.0,3.0,1,1,0,2010,2010,2013,2013,0,0,0,15.262676569210123
1,4,2013,0,0,1.0,1.0,275929.0,1.0,2.0,0,1,0,2013,2013,2013,2013,0,0,0,12.52789886522895
0,4,2012,0,0,1.0,1.0,40000.0,1.0,4.0,0,0,0,2013,2013,2012,2012,0,0,0,10.596634733096073
0,4,2013,0,0,1.0,1.0,750000.0,1.0,4.0,0,1,1,2013,2013,2013,2013,0,0,0,13.527828485512494
1,4,2006,0,0,1.0,1.0,4000000.0,1.0,5.0,1,1,1,2008,2008,0,0,0,0,0,15.201804919084164
0,4,2013,0,0,1.0,1.0,19299.0,1.0,3.0,0,0,0,2013,2013,2013,2013,0,0,0,9.86780856007911
0,4,2010,0,0,1.0,1.0,500000.0,1.0,4.0,0,1,1,2012,2012,0,0,0,0,0,13.122363377404328
1,1,2007,0,0,1.0,1.0,4000000.0,3.0,22.0,0,1,1,2008,2008,2013,2013,0,0,0,15.201804919084164
1,4,2012,0,0,1.0,1.0,50000.0,1.0,2.0,0,1,0,2013,2013,2012,2012,0,0,0,10.819778284410283
1,4,2007,0,0,1.0,2.0,11420000.0,1.0,1.0,0,0,0,2008,2009,2009,2009,0,0,0,16.25087676219214
0,4,2012,0,0,1.0,1.0,1500000.0,1.0,2.0,0,0,0,2012,2012,2012,2012,0,0,0,14.22097566607244
0,4,2006,0,0,1.0,2.0,2350000.0,2.0,7.0,1,1,0,2009,2010,2011,2012,0,0,0,14.669925886120343
0,4,2004,0,0,1.0,1.0,4000000.0,1.0,3.0,0,1,0,2008,2008,0,0,0,0,0,15.201804919084164
1,4,2005,0,0,1.0,3.0,9050000.0,1.0,18.0,0,0,0,2008,2013,0,0,0,0,0,16.01827531567611
0,3,1995,0,0,1.0,1.0,3860000.0,1.0,3.0,0,0,0,2008,2008,0,0,2012,1,6209,15.166177741441013
0,4,2009,0,0,1.0,1.0,2000000.0,1.0,3.0,0,1,0,2013,2013,2012,2012,0,0,0,14.508657738524219
0,4,2012,0,0,1.0,1.0,100000.0,1.0,2.0,0,0,0,2012,2012,2012,2012,0,0,0,11.512925464970229
1,4,1999,0,0,1.0,1.0,250000.0,1.0,4.0,0,0,0,2013,2013,2012,2012,0,0,0,12.429216196844383
1,3,2009,0,0,1.0,1.0,20000.0,1.0,3.0,0,1,0,2009,2009,2009,2009,2012,1,1054,9.903487552536127
0,4,2011,0,0,1.0,1.0,200000.0,1.0,2.0,1,1,1,2013,2013,2011,2011,0,0,0,12.206072645530174
0,4,1991,0,0,1.0,1.0,1000000.0,1.0,6.0,0,1,0,2012,2012,2013,2013,0,0,0,13.815510557964274
0,4,1995,0,0,1.0,1.0,7000000.0,1.0,1.0,0,1,0,2011,2011,2008,2008,0,0,0,15.761420707019587
1,4,2009,0,0,1.0,2.0,20000.0,2.0,3.0,0,1,0,2009,2009,2009,2009,0,0,0,9.903487552536127
0,4,2013,0,0,1.0,1.0,300000.0,1.0,3.0,1,1,0,2013,2013,2013,2013,0,0,0,12.611537753638338
0,4,2010,0,0,1.0,3.0,430000.0,1.0,2.0,0,0,0,2010,2011,2011,2011,0,0,0,12.971540487669746
0,4,2012,0,0,1.0,2.0,2000000.0,1.0,11.0,0,1,1,2013,2013,2013,2013,0,0,0,14.508657738524219
1,4,2011,0,0,1.0,3.0,205000.0,2.0,3.0,0,0,0,2011,2013,2011,2013,0,0,0,12.230765258120545
0,4,2012,0,0,1.0,1.0,514640.0,1.0,2.0,1,0,0,2013,2013,0,0,0,0,0,13.151222906084882
0,2,2009,0,0,1.0,2.0,3715000.0,2.0,8.0,1,1,1,2009,2010,2011,2013,0,1,0,15.127889236133997
1,4,2009,0,0,1.0,1.0,7249849.0,1.0,4.0,0,1,1,2013,2013,0,0,0,0,0,15.796491199027754
1,4,2006,0,0,1.0,3.0,4387500.0,1.0,5.0,0,0,0,2011,2013,0,0,0,0,0,15.294270146756258
0,4,2005,0,0,1.0,2.0,7149177.0,1.0,6.0,0,0,0,2006,2008,0,0,0,0,0,15.78250780315001
0,4,1996,0,0,1.0,1.0,3700000.0,1.0,1.0,0,0,0,2013,2013,0,0,0,0,0,15.123843377614453
1,4,2011,0,0,1.0,1.0,95000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,11.461632170582678
1,4,2012,0,0,1.0,2.0,4099999.0,1.0,2.0,0,1,1,2013,2013,0,0,0,0,0,15.226497287772068
1,4,2011,0,0,1.0,1.0,1016506.0,1.0,3.0,0,1,0,2013,2013,2012,2012,0,0,0,13.831881814640102
0,4,2011,0,0,1.0,1.0,3859800.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,15.166125926627148
0,4,2009,0,0,1.0,2.0,3805000.0,1.0,5.0,0,1,1,2011,2013,0,0,0,0,0,15.151826549277922
0,4,2005,0,0,1.0,2.0,1952608.0,1.0,5.0,0,1,0,2012,2013,0,0,0,0,0,14.484676472866616
0,4,2007,0,0,1.0,1.0,7682240.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,15.854421729264068
1,4,2011,0,0,1.0,1.0,2056919.0,1.0,1.0,0,1,1,2013,2013,0,0,0,0,0,14.536719790125206
0,4,2013,0,0,1.0,1.0,10000.0,1.0,4.0,1,0,0,2013,2013,2013,2013,0,0,0,9.210340371976184
0,4,2012,0,0,1.0,1.0,3000000.0,3.0,5.0,0,0,0,2013,2013,2013,2013,0,0,0,14.914122846632385
0,4,2008,0,0,1.0,1.0,275000.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,12.524526376648708
1,4,2011,0,0,1.0,1.0,500000.0,1.0,1.0,0,0,0,2013,2013,0,0,0,0,0,13.122363377404328
0,4,1914,0,0,1.0,1.0,15300000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,16.543363386362664
0,4,2009,0,0,1.0,1.0,250000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,12.429216196844383
0,4,2013,0,0,1.0,1.0,50000.0,1.0,2.0,0,1,1,2013,2013,2013,2013,0,0,0,10.819778284410283
0,4,2013,0,0,1.0,1.0,19299.0,1.0,4.0,0,0,0,2013,2013,2013,2013,0,0,0,9.86780856007911
1,4,2012,0,0,1.0,1.0,50000.0,1.0,3.0,0,1,0,2013,2013,2012,2012,0,0,0,10.819778284410283
0,4,2012,0,0,1.0,1.0,15000.0,2.0,3.0,0,0,0,2013,2013,2012,2013,0,0,0,9.615805480084347
1,4,2012,0,0,1.0,1.0,2520000.0,1.0,2.0,1,1,1,2013,2013,2012,2012,0,0,0,14.739769459487606
0,4,2011,0,0,1.0,1.0,200000.0,1.0,3.0,0,0,0,2011,2011,2011,2011,0,0,0,12.206072645530174
0,4,2003,0,0,1.0,1.0,3500000.0,1.0,5.0,0,1,0,2009,2009,0,0,0,0,0,15.068273526459642
1,4,1999,0,0,1.0,1.0,20000000.0,1.0,15.0,0,1,1,2012,2012,2007,2007,0,0,0,16.811242831518264
0,4,2006,0,0,1.0,1.0,6000000.0,2.0,14.0,1,1,0,2009,2009,2011,2013,0,0,0,15.60727002719233
0,4,2012,0,0,1.0,1.0,3800000.0,1.0,1.0,0,1,1,2013,2013,0,0,0,0,0,15.150511624696614
0,4,2012,0,0,1.0,1.0,2000000.0,1.0,2.0,0,1,1,2013,2013,0,0,0,0,0,14.508657738524219
0,4,2011,0,0,1.0,2.0,2254280.0,1.0,5.0,0,1,0,2012,2012,0,0,0,0,0,14.62834118946923
1,4,2002,0,0,1.0,1.0,500000.0,1.0,1.0,0,1,0,2012,2012,0,0,0,0,0,13.122363377404328
1,3,2008,0,0,1.0,2.0,22392121.0,1.0,2.0,0,0,0,2012,2012,2009,2009,2013,1,1978,16.92421971387844
1,4,2004,0,0,1.0,1.0,1000000.0,3.0,3.0,0,1,1,2010,2010,2010,2012,0,0,0,13.815510557964274
0,4,2000,0,0,1.0,1.0,295000.0,1.0,4.0,0,1,1,2012,2012,0,0,0,0,0,12.594730635321957
0,4,2010,0,0,1.0,1.0,100000.0,1.0,1.0,0,1,0,2012,2012,0,0,0,0,0,11.512925464970229
1,4,2011,0,0,1.0,1.0,562000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,13.239257128875828
0,4,2003,0,0,1.0,1.0,1738250.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,14.368389417961264
0,4,2011,0,0,1.0,2.0,771960.0,1.0,3.0,0,0,0,2012,2013,0,0,0,0,0,13.556688014193046
0,4,2012,0,0,1.0,1.0,250000.0,1.0,3.0,1,1,1,2012,2012,0,0,0,0,0,12.429216196844383
1,4,2012,0,0,1.0,1.0,2000000.0,1.0,4.0,0,1,1,2012,2012,0,0,0,0,0,14.508657738524219
0,4,2010,0,0,1.0,1.0,50000.0,1.0,4.0,0,1,0,2012,2012,0,0,0,0,0,10.819778284410283
1,4,2012,0,0,1.0,1.0,200000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,12.206072645530174
0,4,2011,0,0,1.0,1.0,250000.0,1.0,1.0,0,1,0,2012,2012,0,0,0,0,0,12.429216196844383
0,4,2011,0,0,1.0,1.0,2000000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,14.508657738524219
0,4,2012,0,0,1.0,3.0,2950000.0,1.0,3.0,0,0,0,2011,2013,0,0,0,0,0,14.897315728316002
0,4,2011,0,0,1.0,2.0,8000000.0,1.0,1.0,0,0,0,2012,2013,2011,2011,0,0,0,15.89495209964411
0,4,2007,0,0,1.0,1.0,1200000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,13.997832114758229
0,4,2012,0,0,1.0,1.0,1100000.0,1.0,2.0,0,1,0,2012,2012,0,0,0,0,0,13.9108207377686
0,4,2010,0,0,1.0,1.0,3629749.0,1.0,3.0,1,1,0,2012,2012,0,0,0,0,0,15.104674057844829
0,4,2012,0,0,1.0,1.0,76937.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,11.250742184124213
0,4,2012,0,0,1.0,3.0,133000.0,1.0,3.0,0,1,0,2013,2013,2012,2012,0,0,0,11.79810440720389
0,4,2007,0,0,1.0,2.0,2190000.0,2.0,16.0,0,0,0,2008,2009,2012,2012,0,0,0,14.599412101792684
0,4,2013,0,0,1.0,1.0,5000.0,1.0,3.0,0,1,1,2013,2013,2013,2013,0,0,0,8.517193191416238
0,4,2013,0,0,1.0,1.0,150000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,11.918390573078392
0,4,2008,0,0,1.0,2.0,6660000.0,1.0,3.0,0,0,0,2008,2010,0,0,0,0,0,15.711630042516571
0,4,2012,0,0,1.0,1.0,80000.0,1.0,4.0,0,0,0,2013,2013,2012,2012,0,0,0,11.289781913656018
1,4,2006,0,0,1.0,3.0,11750000.0,2.0,16.0,0,1,0,2008,2010,2010,2013,0,0,0,16.279363798554442
0,4,2011,0,0,1.0,1.0,45000.0,1.0,2.0,0,1,1,2011,2011,2012,2012,0,0,0,10.714417768752456
0,4,2000,0,0,1.0,3.0,6500000.0,1.0,3.0,0,1,1,2005,2010,0,0,0,0,0,15.687312734865866
0,4,2011,0,0,1.0,1.0,100000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,11.512925464970229
1,4,2002,0,0,1.0,1.0,1800000.0,1.0,14.0,0,1,0,2008,2008,2011,2011,0,0,0,14.403297222866392
1,4,1999,0,0,1.0,1.0,3280000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,15.003353980360327
0,4,2013,0,0,1.0,1.0,500000.0,1.0,3.0,0,0,0,2013,2013,2013,2013,0,0,0,13.122363377404328
0,4,2011,0,0,1.0,1.0,21156530.0,1.0,4.0,0,1,1,2013,2013,2011,2011,0,0,0,16.867459162848917
0,4,2012,0,0,1.0,1.0,20000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,9.903487552536127
0,4,2011,0,0,1.0,1.0,418001.0,1.0,1.0,0,0,0,2013,2013,0,0,0,0,0,12.94323910384853
0,4,2010,0,0,1.0,1.0,5000000.0,1.0,3.0,0,0,0,2013,2013,2013,2013,0,0,0,15.424948470398375
0,4,2007,0,0,1.0,1.0,393817.0,1.0,2.0,0,1,0,2012,2012,2013,2013,0,0,0,12.883641613376783
1,4,2005,0,0,1.0,2.0,500000.0,1.0,5.0,0,1,0,2011,2013,0,0,0,0,0,13.122363377404328
0,4,2012,0,0,1.0,1.0,105000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,11.56171562913966
0,4,1967,0,0,1.0,2.0,2735000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,14.821641993838218
1,4,2012,0,0,1.0,2.0,1154000.0,1.0,2.0,1,1,0,2012,2013,0,0,0,0,0,13.958744726050181
0,4,1998,0,0,1.0,1.0,7000000.0,2.0,21.0,0,1,1,2012,2012,2010,2010,0,0,0,15.761420707019587
1,4,2006,0,0,1.0,1.0,5469646.0,1.0,5.0,0,1,0,2011,2011,2008,2008,0,0,0,15.514724455667755
1,4,1981,0,0,1.0,1.0,1000000.0,1.0,5.0,0,1,0,2013,2013,0,0,0,0,0,13.815510557964274
0,4,2003,0,0,1.0,3.0,7720000.0,1.0,6.0,0,0,0,2006,2010,0,0,0,0,0,15.859324922000958
1,4,2000,0,0,1.0,3.0,9630475.0,1.0,2.0,1,1,0,2011,2012,0,0,0,0,0,16.08044310758383
0,4,2007,0,0,1.0,1.0,181830.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,12.11082746361344
0,4,2007,0,0,1.0,1.0,569596.0,1.0,4.0,0,1,0,2011,2011,0,0,0,0,0,13.252682616583336
1,3,2009,0,0,1.0,1.0,41386.0,1.0,1.0,0,0,0,0,0,0,0,2011,1,913,10.630697938371775
0,4,2011,0,0,1.0,1.0,135000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,11.813030057420567
1,4,2011,0,0,1.0,2.0,550000.0,1.0,4.0,0,1,0,2012,2012,0,0,0,0,0,13.217673557208654
1,4,2003,0,0,1.0,2.0,1109025.0,1.0,1.0,0,0,0,2012,2013,0,0,0,0,0,13.918991808909798
1,4,1996,0,0,1.0,2.0,6429018.0,1.0,5.0,1,1,0,2012,2012,2002,2002,0,0,0,15.67633236293325
