category_code,status,founded_at,first_investment_at,last_investment_at,investment_rounds,funding_rounds,funding_total_usd,milestones,relationships,top_3_cities,usa_non_usa,ca_non_ca,first_funding_at_year,last_funding_at_year,first_milestone_at_year,last_milestone_at_year,closed_at_year,isClosed,duration_days,log_funding_total_usd
1,4,2011,0,0,1.0,1.0,25000.0,1.0,1.0,0,0,0,2013,2013,2011,2011,0,0,0,10.126631103850338
0,4,2012,0,0,1.0,2.0,800000.0,1.0,9.0,0,1,1,2012,2012,2012,2012,0,0,0,13.592367006650065
1,4,2012,0,0,1.0,1.0,675000.0,1.0,7.0,0,1,0,2013,2013,2013,2013,0,0,0,13.422467969854667
0,4,2012,0,0,1.0,1.0,1000000.0,1.0,2.0,0,0,0,2013,2013,2013,2013,0,0,0,13.815510557964274
0,4,2012,0,0,1.0,2.0,6650000.0,1.0,4.0,0,1,0,2013,2013,2013,2013,0,0,0,15.710127412632037
1,4,2012,0,0,1.0,1.0,50000.0,3.0,5.0,0,1,0,2013,2013,2013,2013,0,0,0,10.819778284410283
0,4,2012,0,0,1.0,1.0,2000000.0,1.0,2.0,0,0,0,2012,2012,0,0,0,0,0,14.508657738524219
0,4,2012,0,0,1.0,1.0,110000.0,1.0,3.0,0,0,0,2013,2013,2012,2012,0,0,0,11.608235644774552
0,4,2011,0,0,1.0,2.0,4565448.0,1.0,1.0,0,1,1,2013,2013,2011,2011,0,0,0,15.334027205202558
1,4,2011,0,0,1.0,1.0,154392.0,1.0,2.0,0,0,0,2013,2013,2012,2012,0,0,0,11.947250101758947
0,4,2011,0,0,1.0,2.0,106568.0,1.0,2.0,0,0,0,2012,2012,2011,2011,0,0,0,11.576538558031299
0,4,2011,0,0,1.0,1.0,200000.0,1.0,3.0,0,1,0,2013,2013,2011,2011,0,0,0,12.206072645530174
0,4,2012,0,0,1.0,1.0,2673600.0,1.0,1.0,0,0,0,2013,2013,2012,2012,0,0,0,14.798936436823267
1,4,2007,0,0,1.0,2.0,8999999.0,1.0,5.0,0,1,0,2012,2013,0,0,0,0,0,16.012735024189375
0,4,2007,0,0,1.0,2.0,3611685.0,1.0,3.0,0,0,0,2008,2012,2011,2011,0,0,0,15.099684980413736
0,4,2011,0,0,1.0,1.0,500000.0,2.0,3.0,0,0,0,2013,2013,2012,2013,0,0,0,13.122363377404328
0,4,2010,0,0,1.0,1.0,77618.0,1.0,3.0,1,0,0,2011,2011,2011,2011,0,0,0,11.259554638035922
0,2,2006,0,0,1.0,1.0,250000.0,1.0,4.0,0,0,0,2008,2008,0,0,0,1,0,12.429216196844383
0,4,2011,0,0,1.0,1.0,38817.0,1.0,1.0,0,0,0,2012,2012,0,0,0,0,0,10.566613573984062
1,3,2005,0,0,1.0,1.0,4500000.0,5.0,5.0,0,1,0,2006,2006,2008,2012,2012,1,2680,15.319587954740548
1,4,2010,0,0,1.0,2.0,3320000.0,2.0,5.0,0,1,1,2012,2012,2013,2013,0,0,0,15.01547534089267
0,4,2011,0,0,1.0,1.0,736050.0,2.0,2.0,0,0,0,2008,2008,2011,2013,0,0,0,13.509053330186159
0,4,2006,0,0,1.0,2.0,18000000.0,1.0,3.0,0,1,1,2010,2013,0,0,0,0,0,16.70588231586044
0,4,2012,0,0,1.0,1.0,20000.0,1.0,2.0,1,1,0,2012,2012,2012,2012,0,0,0,9.903487552536127
0,4,2013,0,0,1.0,1.0,50000.0,2.0,1.0,1,1,1,2013,2013,2013,2013,0,0,0,10.819778284410283
1,4,2010,0,0,1.0,1.0,1000000.0,1.0,3.0,1,1,0,2013,2013,2013,2013,0,0,0,13.815510557964274
0,4,2013,0,0,1.0,1.0,65195.0,1.0,3.0,0,0,0,2013,2013,2012,2012,0,0,0,11.085138057857572
1,4,2006,0,0,1.0,3.0,6528902.0,4.0,2.0,0,1,0,2009,2012,2007,2010,0,0,0,15.691749340100538
0,4,2010,0,0,1.0,1.0,2000000.0,2.0,9.0,0,1,0,2013,2013,2013,2013,0,0,0,14.508657738524219
0,3,2008,0,0,1.0,3.0,155000.0,1.0,1.0,0,1,1,2009,2010,2009,2009,2013,1,1756,11.951180395901384
0,4,2012,0,0,1.0,1.0,1300000.0,1.0,3.0,1,1,0,2013,2013,2013,2013,0,0,0,14.077874822431765
0,4,2012,0,0,1.0,1.0,1350000.0,2.0,2.0,0,1,0,2013,2013,2013,2013,0,0,0,14.115615150414612
0,4,2010,0,0,1.0,1.0,1990000.0,1.0,3.0,0,1,0,2013,2013,2013,2013,0,0,0,14.503645196700676
0,4,2011,0,0,1.0,1.0,10000000.0,1.0,3.0,0,0,0,2011,2011,2012,2012,0,0,0,16.11809565095832
0,2,2007,0,0,1.0,1.0,510295.0,1.0,4.0,1,0,0,2007,2007,0,0,0,1,0,13.142744268846114
1,2,2002,0,0,1.0,1.0,150000.0,1.0,2.0,0,0,0,2009,2009,2010,2010,2012,1,3854,11.918390573078392
0,2,2011,0,0,1.0,1.0,65195.0,1.0,2.0,0,0,0,2013,2013,2011,2011,0,1,0,11.085138057857572
0,4,2012,0,0,1.0,2.0,350000.0,1.0,14.0,0,1,1,2012,2013,2013,2013,0,0,0,12.765688433465597
0,4,2012,0,0,1.0,3.0,1579137.0,2.0,1.0,0,1,0,2012,2013,2012,2013,0,0,0,14.272389053248562
0,4,2012,0,0,1.0,1.0,75000.0,1.0,2.0,1,1,1,2012,2012,2012,2012,0,0,0,11.225243392518447
0,4,2013,0,0,1.0,2.0,22600000.0,1.0,3.0,0,1,0,2013,2013,2013,2013,0,0,0,16.933460464242515
0,4,2011,0,0,1.0,1.0,80000.0,1.0,2.0,0,0,0,2013,2013,2011,2011,0,0,0,11.289781913656018
0,4,2013,0,0,1.0,1.0,120000.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,11.695247021764184
1,4,2012,0,0,1.0,2.0,642000.0,1.0,5.0,1,1,1,2012,2013,2013,2013,0,0,0,13.372343582672098
0,2,2008,0,0,1.0,2.0,7500000.0,3.0,12.0,0,1,1,2008,2009,2011,2012,0,1,0,15.830413578506539
0,4,2004,0,0,1.0,2.0,6700000.0,2.0,16.0,0,1,0,2006,2007,2010,2013,0,0,0,15.717618084361195
0,4,2002,0,0,1.0,2.0,1509025.0,1.0,3.0,0,1,0,2012,2013,0,0,0,0,0,14.226974304875839
0,4,2011,0,0,1.0,1.0,3300000.0,3.0,10.0,0,0,0,2013,2013,2012,2013,0,0,0,15.009433026436708
0,4,2010,0,0,1.0,1.0,2300000.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,14.648419680899378
0,4,2012,0,0,1.0,1.0,400000.0,1.0,2.0,0,0,0,2012,2012,2012,2012,0,0,0,12.89921982609012
1,4,2011,0,0,1.0,2.0,724900.0,1.0,6.0,0,1,0,2011,2013,2012,2012,0,0,0,13.49378899328897
0,4,2011,0,0,1.0,2.0,2150501.0,1.0,6.0,0,1,0,2013,2013,2013,2013,0,0,0,14.581211396213957
1,4,2012,0,0,1.0,1.0,25000.0,1.0,1.0,0,0,0,2012,2012,2012,2012,0,0,0,10.126631103850338
0,4,2012,0,0,1.0,1.0,75000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,11.225243392518447
0,4,2004,0,0,1.0,2.0,7500000.0,1.0,7.0,0,1,0,2010,2013,0,0,0,0,0,15.830413578506539
0,4,2012,0,0,1.0,2.0,831000.0,2.0,3.0,0,1,0,2012,2013,2012,2013,0,0,0,13.630385073837585
1,4,2011,0,0,1.0,1.0,1200000.0,2.0,4.0,1,1,0,2013,2013,2011,2013,0,0,0,13.997832114758229
0,4,2012,0,0,1.0,1.0,250000.0,1.0,2.0,0,0,0,2012,2012,2012,2012,0,0,0,12.429216196844383
1,4,2010,0,0,1.0,1.0,19500000.0,1.0,10.0,0,1,1,2013,2013,2012,2012,0,0,0,16.785925023533974
0,4,2009,0,0,1.0,1.0,1100000.0,3.0,2.0,1,0,0,2013,2013,2011,2013,0,0,0,13.9108207377686
0,4,2007,0,0,1.0,2.0,6000000.0,1.0,4.0,0,0,0,2008,2011,2010,2010,0,0,0,15.60727002719233
0,4,2010,0,0,1.0,1.0,3325496.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,15.017129393879246
0,4,2012,0,0,1.0,2.0,20000000.0,1.0,6.0,0,0,0,2013,2013,2013,2013,0,0,0,16.811242831518264
1,4,2005,0,0,1.0,1.0,13205112.0,1.0,1.0,0,1,0,2012,2012,0,0,0,0,0,16.396114585313146
0,4,2012,0,0,1.0,1.0,330000.0,1.0,3.0,1,1,0,2013,2013,2013,2013,0,0,0,12.706847933442663
1,4,2012,0,0,1.0,1.0,500000.0,1.0,2.0,0,0,0,2013,2013,0,0,0,0,0,13.122363377404328
0,4,2012,0,0,1.0,2.0,2377253.0,2.0,9.0,0,0,0,2013,2013,2013,2013,0,0,0,14.681456177363247
0,4,2012,0,0,1.0,1.0,200000.0,1.0,1.0,0,0,0,2012,2012,2010,2010,0,0,0,12.206072645530174
0,4,2011,0,0,1.0,1.0,235000.0,1.0,3.0,0,0,0,2012,2012,2011,2011,0,0,0,12.367340793126296
0,4,2008,0,0,1.0,1.0,3700000.0,1.0,8.0,1,1,0,2013,2013,0,0,0,0,0,15.123843377614453
0,4,2013,0,0,1.0,2.0,668806.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,13.413249312004254
0,4,2007,0,0,1.0,1.0,10000000.0,2.0,9.0,0,0,0,2013,2013,2013,2013,0,0,0,16.11809565095832
0,4,2011,0,0,1.0,2.0,1915000.0,1.0,4.0,1,1,0,2012,2013,2011,2011,0,0,0,14.465228180596883
1,4,1995,0,0,1.0,1.0,3000000.0,1.0,5.0,0,1,0,2009,2009,0,0,0,0,0,14.914122846632385
1,4,2012,0,0,1.0,2.0,13000000.0,2.0,8.0,1,1,0,2013,2013,2013,2013,0,0,0,16.38045991542581
0,4,2012,0,0,1.0,2.0,143000.0,2.0,5.0,1,1,0,2012,2013,2013,2013,0,0,0,11.870599909242044
0,4,2010,0,0,1.0,1.0,3000000.0,2.0,8.0,1,1,0,2013,2013,2011,2013,0,0,0,14.914122846632385
0,4,2012,0,0,1.0,1.0,250000.0,1.0,8.0,1,1,1,2013,2013,2013,2013,0,0,0,12.429216196844383
0,4,2007,0,0,1.0,1.0,20000000.0,1.0,10.0,0,1,0,2013,2013,2011,2011,0,0,0,16.811242831518264
0,4,2002,0,0,1.0,2.0,22400000.0,1.0,2.0,0,1,0,2013,2013,0,0,0,0,0,16.924571516825267
0,4,2013,0,0,1.0,1.0,100000.0,1.0,1.0,0,0,0,2013,2013,2013,2013,0,0,0,11.512925464970229
0,4,2007,0,0,1.0,2.0,6100000.0,3.0,7.0,0,0,0,2009,2012,2010,2013,0,0,0,15.623799329143539
0,4,2011,0,0,1.0,2.0,143083.0,1.0,1.0,0,0,0,2012,2012,2011,2011,0,0,0,11.871180160444169
1,4,2012,0,0,1.0,1.0,1250000.0,1.0,2.0,1,1,1,2013,2013,2013,2013,0,0,0,14.038654109278484
0,4,2011,0,0,1.0,2.0,1890000.0,1.0,2.0,0,1,0,2012,2013,2011,2011,0,0,0,14.452087387035824
0,4,2004,0,0,1.0,2.0,3604941.0,1.0,2.0,0,1,0,2011,2013,0,0,0,0,0,15.097815962409145
0,4,2011,0,0,1.0,1.0,432450.0,1.0,2.0,0,0,0,2011,2011,0,0,0,0,0,12.977221991734657
0,4,2007,0,0,1.0,1.0,50000.0,1.0,3.0,0,1,0,2007,2007,2007,2007,0,0,0,10.819778284410283
0,4,2010,0,0,1.0,2.0,348814.0,1.0,1.0,0,0,0,2012,2013,2011,2011,0,0,0,12.762294107826149
0,4,2012,0,0,1.0,1.0,225000.0,1.0,3.0,1,1,0,2012,2012,0,0,0,0,0,12.323855681186558
0,4,2011,0,0,1.0,1.0,14347541.0,1.0,2.0,0,1,0,2013,2013,0,0,0,0,0,16.479089126601277
0,4,2013,0,0,1.0,1.0,231588.0,1.0,4.0,0,0,0,2013,2013,2013,2013,0,0,0,12.35271520986711
0,4,2010,0,0,1.0,1.0,1372000.0,1.0,3.0,0,0,0,2012,2012,2013,2013,0,0,0,14.131780087267968
0,4,2012,0,0,1.0,2.0,200000.0,1.0,2.0,0,0,0,2012,2012,0,0,0,0,0,12.206072645530174
0,3,2012,0,0,1.0,1.0,50000.0,1.0,2.0,1,1,1,2012,2012,2012,2012,2013,1,239,10.819778284410283
0,4,2009,0,0,1.0,3.0,2195000.0,2.0,8.0,1,1,1,2011,2011,2011,2012,0,0,0,14.601692604491408
0,4,2011,0,0,1.0,1.0,91583.0,1.0,3.0,1,0,0,2013,2013,2005,2005,0,0,0,11.425000943918706
0,4,2012,0,0,1.0,1.0,25000.0,1.0,1.0,0,1,0,2013,2013,2013,2013,0,0,0,10.126631103850338
0,3,2007,0,0,1.0,2.0,2000000.0,1.0,3.0,0,0,0,2007,2009,2009,2009,2012,1,1838,14.508657738524219
0,4,2012,0,0,1.0,3.0,40000.0,1.0,5.0,0,1,0,2012,2012,2012,2012,0,0,0,10.596634733096073
0,4,2006,0,0,1.0,1.0,20000000.0,1.0,3.0,0,1,1,2013,2013,0,0,0,0,0,16.811242831518264
0,4,2011,0,0,1.0,1.0,40000.0,1.0,1.0,0,1,0,2012,2012,2012,2012,0,0,0,10.596634733096073
1,4,2011,0,0,1.0,1.0,50000.0,1.0,3.0,0,0,0,2012,2012,0,0,0,0,0,10.819778284410283
1,4,2008,0,0,1.0,1.0,4091179.0,3.0,2.0,0,0,0,2013,2013,2008,2012,0,0,0,15.224343750537564
1,4,2012,0,0,1.0,1.0,10000000.0,1.0,2.0,0,1,1,2013,2013,2013,2013,0,0,0,16.11809565095832
0,4,2012,0,0,1.0,2.0,2300000.0,1.0,1.0,0,1,0,2006,2013,0,0,0,0,0,14.648419680899378
1,4,2013,0,0,1.0,1.0,100000.0,1.0,2.0,0,1,1,2013,2013,2013,2013,0,0,0,11.512925464970229
0,4,2012,2013,2013,1.0,2.0,6000000.0,1.0,4.0,0,1,0,2012,2013,2012,2012,0,0,0,15.60727002719233
0,4,2011,0,0,1.0,1.0,1400000.0,1.0,4.0,0,1,1,2013,2013,2013,2013,0,0,0,14.151982794585487
1,4,2005,0,0,1.0,1.0,620000.0,2.0,6.0,0,1,0,2012,2012,2013,2013,0,0,0,13.337474757021274
0,4,2013,0,0,1.0,2.0,20200000.0,1.0,12.0,0,1,0,2013,2013,2013,2013,0,0,0,16.821193162371433
0,4,2011,0,0,1.0,3.0,2150000.0,1.0,3.0,0,1,1,2011,2013,0,0,0,0,0,14.580978400103845
0,4,2004,0,0,1.0,1.0,17000000.0,1.0,4.0,0,1,0,2013,2013,2004,2004,0,0,0,16.64872390202049
1,4,2007,0,0,1.0,1.0,2686600.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,14.80378701161105
0,4,2012,0,0,1.0,1.0,150000.0,1.0,1.0,0,0,0,2012,2012,2012,2012,0,0,0,11.918390573078392
0,4,2012,0,0,1.0,1.0,1250000.0,2.0,5.0,0,1,0,2012,2012,2013,2013,0,0,0,14.038654109278484
0,4,2011,0,0,1.0,1.0,643300.0,2.0,8.0,0,0,0,2013,2013,2012,2013,0,0,0,13.374366457399091
1,4,2012,0,0,1.0,1.0,5000.0,1.0,2.0,0,1,0,2012,2012,2012,2012,0,0,0,8.517193191416238
0,4,2007,0,0,1.0,2.0,27000000.0,2.0,13.0,0,1,1,2009,2011,2010,2012,0,0,0,17.111347423968603
0,4,2011,0,0,1.0,1.0,250000.0,2.0,1.0,0,1,1,2012,2012,2011,2013,0,0,0,12.429216196844383
1,4,2012,0,0,1.0,1.0,160000.0,1.0,1.0,0,1,1,2012,2012,2012,2012,0,0,0,11.982929094215963
0,4,2012,0,0,1.0,1.0,100000.0,1.0,3.0,1,1,1,2011,2011,0,0,0,0,0,11.512925464970229
0,4,2005,0,0,1.0,1.0,600000.0,1.0,2.0,0,1,0,2007,2007,0,0,0,0,0,13.304684934198283
0,4,2011,0,0,1.0,2.0,1759978.0,1.0,4.0,1,1,1,2012,2013,0,0,0,0,0,14.38081186693621
1,4,2012,0,0,1.0,1.0,800000.0,2.0,5.0,1,1,0,2012,2012,2013,2013,0,0,0,13.592367006650065
0,4,2011,0,0,1.0,1.0,125000.0,2.0,5.0,1,1,0,2011,2011,2013,2013,0,0,0,11.736069016284437
0,4,2013,0,0,1.0,2.0,305000.0,1.0,1.0,0,1,1,2012,2013,2013,2013,0,0,0,12.628067055589549
0,4,2012,0,0,1.0,3.0,200000.0,1.0,5.0,0,1,1,2012,2013,2013,2013,0,0,0,12.206072645530174
0,4,2012,0,0,1.0,2.0,4500063.0,2.0,5.0,0,1,0,2013,2013,2013,2013,0,0,0,15.319601954642549
0,4,2007,0,0,1.0,1.0,16249935.0,1.0,6.0,0,1,1,2013,2013,2009,2009,0,0,0,16.60359946673202
0,4,2012,0,0,1.0,1.0,7778.0,1.0,1.0,0,0,0,2012,2012,2012,2012,0,0,0,8.959054514715692
0,4,2009,0,0,1.0,1.0,2000000.0,2.0,8.0,1,1,0,2011,2011,2013,2013,0,0,0,14.508657738524219
0,4,2012,0,0,1.0,3.0,81848.0,2.0,6.0,1,0,0,2012,2013,2013,2013,0,0,0,11.312619147558776
0,4,2010,0,0,1.0,1.0,1200000.0,2.0,6.0,0,1,0,2013,2013,2011,2013,0,0,0,13.997832114758229
0,4,2012,0,0,1.0,2.0,305000.0,1.0,2.0,1,1,1,2012,2013,2012,2012,0,0,0,12.628067055589549
1,4,2012,0,0,1.0,2.0,400000.0,1.0,4.0,0,0,0,2012,2013,2013,2013,0,0,0,12.89921982609012
0,4,2013,0,0,1.0,2.0,370000.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,12.821258284620408
0,4,2011,0,0,1.0,1.0,200000.0,1.0,2.0,0,1,1,2013,2013,2011,2011,0,0,0,12.206072645530174
1,4,2006,0,0,1.0,2.0,3850000.0,1.0,6.0,0,1,0,2013,2013,2012,2012,0,0,0,15.163583706263967
0,4,2012,0,0,1.0,1.0,1000000.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,13.815510557964274
0,4,2012,0,0,1.0,1.0,700000.0,1.0,6.0,0,0,0,2012,2012,2013,2013,0,0,0,13.458835614025542
0,4,2012,0,0,1.0,1.0,65070.0,1.0,2.0,0,0,0,2012,2012,0,0,0,0,0,11.083218892489029
0,4,2012,0,0,1.0,2.0,3105000.0,2.0,12.0,0,0,0,2013,2013,2013,2013,0,0,0,14.948524273349717
0,4,2006,0,0,1.0,1.0,1350500.0,2.0,5.0,0,0,0,2007,2007,2006,2009,0,0,0,14.115985452214808
0,4,2012,0,0,1.0,2.0,1427622.0,1.0,1.0,0,1,0,2013,2013,0,0,0,0,0,14.171520680958528
1,4,2013,0,0,1.0,1.0,2050000.0,3.0,4.0,0,1,0,2013,2013,2013,2013,0,0,0,14.53335035111459
0,4,2011,0,0,1.0,1.0,118000.0,1.0,2.0,0,1,0,2013,2013,2012,2012,0,0,0,11.678439903447801
0,4,2011,0,0,1.0,3.0,673028.0,1.0,4.0,0,0,0,2011,2013,2012,2012,0,0,0,13.419542212516241
0,4,2011,0,0,1.0,1.0,100000.0,1.0,3.0,0,0,0,2012,2012,2013,2013,0,0,0,11.512925464970229
0,4,2011,0,0,1.0,1.0,540000.0,2.0,2.0,1,1,0,2013,2013,2012,2012,0,0,0,13.199324418540456
0,4,2010,0,0,1.0,1.0,1500000.0,2.0,4.0,1,1,0,2013,2013,2012,2013,0,0,0,14.22097566607244
0,4,2012,0,0,1.0,1.0,40000.0,1.0,1.0,0,0,0,2013,2013,2012,2012,0,0,0,10.596634733096073
0,1,2003,0,0,1.0,2.0,6844560.0,3.0,28.0,0,0,0,2004,2005,2010,2013,0,0,0,15.738964734141893
1,4,2012,0,0,1.0,2.0,2500000.0,2.0,14.0,0,1,0,2013,2013,2013,2013,0,0,0,14.73180128983843
0,4,2012,0,0,1.0,2.0,1225000.0,1.0,4.0,0,1,0,2012,2013,2012,2012,0,0,0,14.018451401960965
0,4,2012,0,0,1.0,1.0,250000.0,2.0,1.0,0,1,1,2012,2012,2012,2012,0,0,0,12.429216196844383
1,3,2007,0,0,1.0,2.0,4000000.0,1.0,1.0,0,1,0,2008,2009,0,0,2012,1,1526,15.201804919084164
0,4,2007,0,0,1.0,1.0,27000.0,1.0,1.0,0,1,0,2009,2009,0,0,0,0,0,10.203592144986466
0,4,2011,0,0,1.0,1.0,1000000.0,1.0,4.0,0,0,0,2011,2011,2013,2013,0,0,0,13.815510557964274
0,4,2012,0,0,1.0,2.0,600000.0,1.0,5.0,0,0,0,2012,2013,2013,2013,0,0,0,13.304684934198283
0,4,2011,0,0,1.0,1.0,150000.0,1.0,2.0,0,0,0,2013,2013,0,0,0,0,0,11.918390573078392
0,4,2012,0,0,1.0,1.0,400000.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,12.89921982609012
1,4,2013,0,0,1.0,1.0,1000000.0,1.0,1.0,1,1,1,2013,2013,2013,2013,0,0,0,13.815510557964274
0,4,2010,0,0,1.0,2.0,322500.0,1.0,3.0,0,1,0,2011,2012,2011,2011,0,0,0,12.683858415217964
0,4,2012,0,0,1.0,3.0,1230000.0,1.0,3.0,0,0,0,2012,2013,2012,2012,0,0,0,14.0225247273486
0,4,2012,0,0,1.0,3.0,24000000.0,1.0,6.0,0,1,1,2013,2013,2013,2013,0,0,0,16.99356438831222
0,4,2012,0,0,1.0,1.0,20000.0,1.0,3.0,0,0,0,2013,2013,0,0,0,0,0,9.903487552536127
0,4,2012,0,0,1.0,1.0,200000.0,1.0,4.0,0,0,0,2013,2013,2012,2012,0,0,0,12.206072645530174
0,4,2012,0,0,1.0,1.0,50000.0,1.0,2.0,0,0,0,2012,2012,2012,2012,0,0,0,10.819778284410283
1,4,2012,0,0,1.0,1.0,4895573.0,1.0,1.0,0,0,0,2012,2012,2012,2012,0,0,0,15.403841885318645
1,4,2009,0,0,1.0,1.0,65000.0,1.0,2.0,0,1,0,2012,2012,2013,2013,0,0,0,11.082142548877775
0,4,2011,0,0,1.0,2.0,5250000.0,1.0,6.0,0,1,0,2012,2013,0,0,0,0,0,15.473738634567807
0,4,2006,0,0,1.0,2.0,3601551.0,1.0,8.0,1,1,0,2012,2013,2013,2013,0,0,0,15.09687514397764
0,4,2005,0,0,1.0,1.0,378813.0,1.0,3.0,1,0,0,2013,2013,0,0,0,0,0,12.844797958606975
0,4,2007,0,0,1.0,2.0,19000000.0,1.0,6.0,0,0,0,2013,2013,0,0,0,0,0,16.759949537130716
0,4,2011,0,0,1.0,2.0,4160000.0,1.0,4.0,0,0,0,2011,2013,2013,2013,0,0,0,15.241025632237447
1,4,2009,0,0,1.0,1.0,200000.0,2.0,2.0,0,1,1,2011,2011,2011,2012,0,0,0,12.206072645530174
0,4,2012,0,0,1.0,1.0,30000.0,1.0,5.0,0,1,0,2012,2012,2012,2012,0,0,0,10.308952660644293
0,4,2012,0,0,1.0,1.0,340000.0,1.0,2.0,0,1,0,2013,2013,2013,2013,0,0,0,12.736700896592344
0,4,2011,0,0,1.0,1.0,212550.0,1.0,5.0,0,0,0,2011,2011,2011,2011,0,0,0,12.266932533786937
0,4,2013,0,0,1.0,2.0,415000.0,1.0,3.0,1,1,0,2013,2013,2013,2013,0,0,0,12.936033799212835
0,4,2012,0,0,1.0,1.0,349677.0,1.0,3.0,0,0,0,2012,2012,2012,2012,0,0,0,12.764765150227916
1,4,2012,0,0,1.0,1.0,20000.0,1.0,4.0,1,1,1,2012,2012,2012,2012,0,0,0,9.903487552536127
0,4,2011,0,0,1.0,2.0,1010000.0,1.0,1.0,0,1,0,2012,2013,2013,2013,0,0,0,13.825460888817442
1,4,2007,0,0,1.0,2.0,1580000.0,1.0,4.0,0,0,0,2008,2008,0,0,0,0,0,14.27293540500315
0,4,2013,0,0,1.0,2.0,650000.0,2.0,6.0,0,1,0,2013,2013,2013,2013,0,0,0,13.38472764187182
0,4,2011,0,0,1.0,3.0,14000000.0,1.0,10.0,1,1,0,2011,2013,2013,2013,0,0,0,16.454567887579532
0,4,2011,0,0,1.0,1.0,450000.0,1.0,6.0,0,1,0,2012,2012,2012,2012,0,0,0,13.017002861746503
0,4,2012,0,0,1.0,3.0,20000000.0,1.0,2.0,1,1,1,2013,2013,2013,2013,0,0,0,16.811242831518264
1,4,2011,0,0,1.0,1.0,3000000.0,3.0,4.0,1,1,1,2012,2012,2012,2013,0,0,0,14.914122846632385
0,4,2011,0,0,1.0,1.0,10000000.0,3.0,6.0,1,1,1,2013,2013,2013,2013,0,0,0,16.11809565095832
1,4,2013,0,0,1.0,1.0,1167436.0,1.0,3.0,0,0,0,2013,2013,2008,2008,0,0,0,13.970320449035476
0,4,2012,0,0,1.0,1.0,250000.0,1.0,3.0,0,0,0,2012,2012,0,0,0,0,0,12.429216196844383
0,2,1998,0,0,1.0,1.0,4000000.0,1.0,3.0,0,1,0,2005,2005,0,0,0,1,0,15.201804919084164
0,4,2012,0,0,1.0,1.0,319350.0,1.0,2.0,0,1,0,2013,2013,2012,2012,0,0,0,12.674042958989736
0,4,2012,0,0,1.0,1.0,1100000.0,2.0,3.0,0,1,1,2013,2013,2013,2013,0,0,0,13.9108207377686
1,4,2011,0,0,1.0,2.0,6142412.0,1.0,3.0,0,1,0,2013,2013,0,0,0,0,0,15.630728056860521
0,4,2005,0,0,1.0,1.0,280000.0,2.0,7.0,0,1,1,2007,2007,2010,2013,0,0,0,12.542544882151386
0,4,2012,0,0,1.0,1.0,500000.0,1.0,1.0,1,1,0,2012,2012,2012,2012,0,0,0,13.122363377404328
0,4,2012,0,0,1.0,2.0,10470400.0,1.0,3.0,0,1,0,2012,2013,0,0,0,0,0,16.164062786510456
1,4,2011,0,0,1.0,2.0,200000.0,1.0,3.0,0,1,0,2012,2012,2013,2013,0,0,0,12.206072645530174
1,3,2008,0,0,1.0,1.0,100000.0,1.0,4.0,0,1,1,2008,2008,0,0,2011,1,854,11.512925464970229
0,4,2012,0,0,1.0,2.0,2700000.0,1.0,3.0,0,1,0,2013,2013,2013,2013,0,0,0,14.808762330974558
0,4,2012,0,0,1.0,1.0,300000.0,1.0,2.0,0,0,0,2013,2013,2012,2012,0,0,0,12.611537753638338
0,4,2012,0,0,1.0,1.0,1900000.0,2.0,3.0,0,0,0,2012,2012,2012,2013,0,0,0,14.457364444136669
0,4,2013,0,0,1.0,1.0,100000.0,1.0,2.0,0,0,0,2013,2013,2012,2012,0,0,0,11.512925464970229
0,4,2012,0,0,1.0,1.0,385000.0,2.0,4.0,1,1,0,2013,2013,2012,2013,0,0,0,12.86099861326992
0,4,2011,0,0,1.0,1.0,300000.0,1.0,4.0,0,1,0,2011,2011,2011,2011,0,0,0,12.611537753638338
0,4,2006,0,0,1.0,1.0,750000.0,1.0,3.0,0,0,0,2012,2012,2012,2012,0,0,0,13.527828485512494
0,4,2012,0,0,1.0,1.0,50000.0,1.0,1.0,0,1,0,2013,2013,2012,2012,0,0,0,10.819778284410283
0,4,2012,0,0,1.0,2.0,8000000.0,2.0,3.0,0,1,0,2013,2013,2012,2013,0,0,0,15.89495209964411
0,4,2011,0,0,1.0,1.0,1300000.0,1.0,2.0,0,1,1,2013,2013,2013,2013,0,0,0,14.077874822431765
0,4,2012,0,0,1.0,1.0,25000.0,1.0,1.0,0,0,0,2013,2013,2012,2012,0,0,0,10.126631103850338
1,4,2012,0,0,1.0,2.0,1500000.0,1.0,3.0,0,0,0,2012,2013,2012,2012,0,0,0,14.22097566607244
0,4,2012,0,0,1.0,2.0,13201789.0,1.0,2.0,0,1,0,2012,2013,2012,2012,0,0,0,16.39586290867623
0,4,2007,0,0,1.0,1.0,350000.0,1.0,3.0,0,1,0,2012,2012,0,0,0,0,0,12.765688433465597
